LibraryAdministration,LibraryCode,ID,Library,Address,ZIPcode,Town,wikidata:Town,Province,wikidata:Province,Telephone,Email
Biblioteca Pública Municipal de La Solana,34,13009323804,BIBLIOTECA  PÚBLICA  MUNICIPAL DE LA SOLANA,"Puerta del Sol, 10",13240,La Solana,https://www.wikidata.org/wiki/Q1607352,Ciudad Real Province,https://www.wikidata.org/wiki/Q54932,926631000,biblioteca@lasolana.es
Biblioteca Pública Municipal de Tomelloso,37,13009633805,BIBLIOTECA PÚBLICA MUNICIPAL DE TOMELLOSO,"Independencia, 32",13700,Tomelloso,https://www.wikidata.org/wiki/Q820229,Ciudad Real Province,https://www.wikidata.org/wiki/Q54932,926528801,biblioteca@aytotomelloso.es
Biblioteca Pública Municipal de Torralba de Calatrava,40,13009793806,BIBLIOTECA PÚBLICA MUNICIPAL DE TORRALBA DE CALATRAVA,"Juan Félix Huertas, 2",13160,Torralba de Calatrava,https://www.wikidata.org/wiki/Q928368,Ciudad Real Province,https://www.wikidata.org/wiki/Q54932,926811903,mgomez@ayuntorralba.com
Biblioteca Pública Municipal de Torre de Juan Abad,41,13009853807,BIBLIOTECA PÚBLICA MUNICIPAL DE TORRE DE JUAN ABAD “FRANCISCO DE QUEVEDO”,"Oscura, 8",13344,Torre de Juan Abad,https://www.wikidata.org/wiki/Q1640790,Ciudad Real Province,https://www.wikidata.org/wiki/Q54932,926383000,biblioteca@torredejuanabad.es
Biblioteca Pública Municipal de Torrenueva,42,13009983808,BIBLIOTECA PÚBLICA MUNICIPAL DE TORRENUEVA,"Plaza de España, 5",13740,Torrenueva,https://www.wikidata.org/wiki/Q1628417,Ciudad Real Province,https://www.wikidata.org/wiki/Q54932,926341531,bibliotorrenueva@gmail.com
Biblioteca Pública Municipal de Valdepeñas,46,13013526524,BIBLIOTECA PÚBLICA MUNICIPAL DE VALDEPEÑAS,"Real, 9",13300,Valdepeñas,https://www.wikidata.org/wiki/Q898563,Ciudad Real Province,https://www.wikidata.org/wiki/Q54932,926329200,bibliotecapublica@valdepenas.es
Biblioteca Pública Municipal de Valenzuela de Calatrava,47,13013283826,BIBLIOTECA PÚBLICA MUNICIPAL DE VALENZUELA DE CALATRAVA,"Marqueses de Torremejía, 4",13279,Valenzuela de Calatrava,https://www.wikidata.org/wiki/Q1657961,Ciudad Real Province,https://www.wikidata.org/wiki/Q54932,926867005,biblioteca@valenzueladecalatrava.es
Biblioteca Pública Municipal de Villahermosa,48,13010243810,BIBLIOTECA PÚBLICA MUNICIPAL DE VILLAHERMOSA,"Cura Vicario, 1",13332,Villahermosa,https://www.wikidata.org/wiki/Q210886,Ciudad Real Province,https://www.wikidata.org/wiki/Q54932,926375021,angelinabl@hotmail.com
Biblioteca Pública Municipal de Villamanrique,49,13014983833,BIBLIOTECA PÚBLICA MUNICIPAL DE VILLAMANRIQUE,de los Toriles s/n,13343,Villamanrique,https://www.wikidata.org/wiki/Q1641411,Ciudad Real Province,https://www.wikidata.org/wiki/Q54932,926354290,biblioteca@villamanrique.net
Biblioteca Pública Municipal de Villamayor de Calatrava,50,13010613811,BIBLIOTECA PÚBLICA MUNICIPAL DE VILLAMAYOR DE CALATRAVA,"Real, 36",13595,Villamayor de Calatrava,https://www.wikidata.org/wiki/Q1766526,Ciudad Real Province,https://www.wikidata.org/wiki/Q54932,926466009,biblioteca@villamayordecalatrava.es
Biblioteca Pública Municipal de Villanueva de la Fuente,51,13012673822,BIBLIOTECA PÚBLICA MUNICIPAL DE VILLANUEVA DE LA FUENTE,"Escuelas, 3",13330,Villanueva de la Fuente,https://www.wikidata.org/wiki/Q1642043,Ciudad Real Province,https://www.wikidata.org/wiki/Q54932,967396000,vvadelafuente@gmail.com
Biblioteca Pública Municipal de Villanueva de los Infantes,281,13010773812,BIBLIOTECA PÚBLICA MUNICIPAL DE VILLANUEVA DE LOS INFANTES,"General Pérez Ballesteros, 1",13320,Villanueva de los Infantes,https://www.wikidata.org/wiki/Q768433,Ciudad Real Province,https://www.wikidata.org/wiki/Q54932,926360794,bpm.villa-infantes@local.jccm.es
Biblioteca Pública Municipal de Villarrubia de los Ojos,283,13010963814,BIBLIOTECA PÚBLICA MUNICIPAL DE VILLARRUBIA DE LOS OJOS,"Plaza de la Constitución, 1",13670,Villarrubia de los Ojos,https://www.wikidata.org/wiki/Q1641422,Ciudad Real Province,https://www.wikidata.org/wiki/Q54932,926897403,biblioteca@villarrubiadelosojos.es
Biblioteca Pública Municipal de Villarta de San Juan,284,13011003815,BIBLIOTECA PÚBLICA MUNICIPAL DE VILLARTA DE SAN JUAN,"Escuelas, 7",13210,Villarta de San Juan,https://www.wikidata.org/wiki/Q1641398,Ciudad Real Province,https://www.wikidata.org/wiki/Q54932,926640380,bpm.villart-sanjuan@local.jccm.es
Biblioteca Pública Municipal del Viso del Marqués,285,13011173816,BIBLIOTECA PÚBLICA MUNICIPAL DEL VISO DEL MARQUÉS,"Real, 60",13770,Viso del Marqués,https://www.wikidata.org/wiki/Q1641553,Ciudad Real Province,https://www.wikidata.org/wiki/Q54932,926336409,bibliotecavisodelmarques@gmail.com
Biblioteca Pública Municipal de Alarcón,823,16009143989,BIBLIOTECA PÚBLICA MUNICIPAL DE ALARCÓN,"Posadas, 6",16214,Alarcón,https://www.wikidata.org/wiki/Q1020522,Province of Cuenca,https://www.wikidata.org/wiki/Q54888,969330319,bibliotecaalarcon@hotmail.es
Biblioteca Pública Municipal de Albalate de las Nogueras,287,16000133918,BIBLIOTECA PÚBLICA MUNICIPAL DE ALBALATE DE LAS NOGUERAS,"Plaza Mayor, s/n",16841,Albalate de las Nogueras,https://www.wikidata.org/wiki/Q581613,Province of Cuenca,https://www.wikidata.org/wiki/Q54888,969313529,biblio_albalate@hotmail.com
Biblioteca Pública Municipal de Albendea,753,16009293990,BIBLIOTECA PÚBLICA MUNICIPAL DE ALBENDEA,"Calle Mayor, 2",16812,Albendea,https://www.wikidata.org/wiki/Q1772286,Province of Cuenca,https://www.wikidata.org/wiki/Q54888,969316001,bibliotecaalbendea@gmail.com
Biblioteca Pública Municipal de La Alberca de Záncara,288,16000283919,BIBLIOTECA PÚBLICA MUNICIPAL DE ALBERCA DE ZÁNCARA,"Cultura, 4",16620,La Alberca de Záncara,https://www.wikidata.org/wiki/Q1769754,Province of Cuenca,https://www.wikidata.org/wiki/Q54888,967150144,mercheyyo@hotmail.com
Biblioteca Pública Municipal de Aliaguilla,291,16000343920,BIBLIOTECA PÚBLICA MUNICIPAL DE ALIAGUILLA,"Pablo Casal, 4",16313,Aliaguilla,https://www.wikidata.org/wiki/Q1904528,Province of Cuenca,https://www.wikidata.org/wiki/Q54888,969364502,biblioteca_aliaguilla@hotmail.com
Sala de Lectura Pública Municipal de Almodóvar del Pinar,839,16013376444,BIBLIOTECA PÚBLICA MUNICIPAL DE ALMODÓVAR DEL PINAR,"La Virgen, s/n",16215,Almodóvar del Pinar,https://www.wikidata.org/wiki/Q1904614,Province of Cuenca,https://www.wikidata.org/wiki/Q54888,969336377,almodovarpinar.capi@jccm.es
Sala de Lectura Pública de Almonacid del Marquesado,293,16000493921,BIBLIOTECA PÚBLICA MUNICIPAL DE ALMONACID DEL MARQUESADO,Las Peñas,16431,Almonacid del Marquesado,https://www.wikidata.org/wiki/Q580931,Province of Cuenca,https://www.wikidata.org/wiki/Q54888,969120231,biblioalmonacid@hotmail.com
Biblioteca Pública Municipal de Arcas del Villar,882,16007826275,BIBLIOTECA PÚBLICA MUNICIPAL DE ARCAS,"Plaza Mayor, s/n",16123,Arcas del Villar,https://www.wikidata.org/wiki/Q1904496,Province of Cuenca,https://www.wikidata.org/wiki/Q54888,969253006,biblioarcas@hotmail.com
Biblioteca-Casa de Cultura de Barajas de Melo,294,16006623972,BIBLIOTECA PÚBLICA MUNICIPAL DE BARAJAS DE MELO,Plaza Puerta del Sol,16460,Barajas de Melo,https://www.wikidata.org/wiki/Q1904541,Province of Cuenca,https://www.wikidata.org/wiki/Q54888,969121207,bibliotecabarajas@yahoo.es
Biblioteca Pública Municipal de Belmonte,295,16000523922,BIBLIOTECA PÚBLICA MUNICIPAL DE BELMONTE,"San Juan del Castillo, s/n",16640,Belmonte,https://www.wikidata.org/wiki/Q1769803,Province of Cuenca,https://www.wikidata.org/wiki/Q54888,967170761,bibliotecabelmonte@hotmail.com
Biblioteca Pública Municipal de Beteta,296,16000653923,BIBLIOTECA PÚBLICA MUNICIPAL DE BETETA,"Plaza Mayor, 2",16870,Beteta,https://www.wikidata.org/wiki/Q1902704,Province of Cuenca,https://www.wikidata.org/wiki/Q54888,969318221,bibliobeteta2@hotmail.com
Biblioteca Pública Municipal de Buenache de Alarcón,824,16009353991,BIBLIOTECA PÚBLICA MUNICIPAL DE BUENACHE DE ALARCÓN,"Calle Nueva, 175",16114,Buenache de Alarcón,https://www.wikidata.org/wiki/Q1902599,Province of Cuenca,https://www.wikidata.org/wiki/Q54888,969209085,bpmbuenache@yahoo.es
Biblioteca Pública Municipal de Buendía,297,16009403992,BIBLIOTECA PÚBLICA MUNICIPAL DE BUENDÍA,"Tercia, s/n",16512,Buendía,https://www.wikidata.org/wiki/Q513533,Province of Cuenca,https://www.wikidata.org/wiki/Q54888,969373270,bpmbuendia@gmail.com
Biblioteca Pública Municipal de Campillo de Altobuey,298,16000713924,BIBLIOTECA PÚBLICA MUNICIPAL DE CAMPILLO DE ALTOBUEY,"Pedrizas, s/n",16210,Campillo de Altobuey,https://www.wikidata.org/wiki/Q1771918,Province of Cuenca,https://www.wikidata.org/wiki/Q54888,969337365,biblioaltobuey@hotmail.com
Biblioteca Pública Municipal de Campos del Paraíso,887,16006843974,BIBLIOTECA PÚBLICA MUNICIPAL DE CAMPOS DEL PARAÍSO,"Plaza de don Miguel de Carrascosa, s/n",16555,Campos del Paraíso,https://www.wikidata.org/wiki/Q1637282,Province of Cuenca,https://www.wikidata.org/wiki/Q54888,969124271,bibliocamparaiso@hotmail.com
Biblioteca Pública Municipal de Cañamares,754,16009663994,BIBLIOTECA PÚBLICA MUNICIPAL DE CAÑAMARES,"Rodeo, s/n",16890,Cañamares,https://www.wikidata.org/wiki/Q2269620,Province of Cuenca,https://www.wikidata.org/wiki/Q54888,969310197,bibliocanamares@hotmail.com
Biblioteca Pública Municipal de Cañete,302,16000903926,BIBLIOTECA PÚBLICA MUNICIPAL DE CAÑETE,"San Andrés, 2",16300,Cañete,https://www.wikidata.org/wiki/Q1840938,Province of Cuenca,https://www.wikidata.org/wiki/Q54888,969346373,bpmmiguelromero@gmail.com
Bibliotecas dependientes del Ayuntamiento de Cañizares,826,16009916620,BIBLIOTECA PÚBLICA MUNICIPAL DE CAÑIZARES,"Plaza de Santiago,1",16891,Cañizares,https://www.wikidata.org/wiki/Q1919986,Province of Cuenca,https://www.wikidata.org/wiki/Q54888,969313009,biblio_canizares@hotmail.com
Bibliotecas dependientes del Ayuntamiento de Cañizares,827,16009911247,BIBLIOTECA PÚBLICA MUNICIPAL DE PUENTE DE VADILLOS,"Ctra Beteta, s/n",16892,Cañizares,https://www.wikidata.org/wiki/Q1919986,Province of Cuenca,https://www.wikidata.org/wiki/Q54888,969313172,biblio_canizares@hotmail.com
Biblioteca Pública Municipal de Carboneras de Guadazaón,303,16006783973,BIBLIOTECA PÚBLICA MUNICIPAL DE CARBONERAS DE GUADAZAÓN,La Flor,16350,Carboneras de Guadazaón,https://www.wikidata.org/wiki/Q1771143,Province of Cuenca,https://www.wikidata.org/wiki/Q54888,969341009,bpmcarboneras@gmail.com
Biblioteca Pública Municipal de Cardenete,305,16013686447,BIBLIOTECA PÚBLICA MUNICIPAL DE CARDENETE,"Calle Nueva,20",16373,Cardenete,https://www.wikidata.org/wiki/Q1902609,Province of Cuenca,https://www.wikidata.org/wiki/Q54888,675882886,bibliotecardenete@gmail.com
Sala de Lectura Pública de Casas de Benítez,306,16001113927,BIBLIOTECA PÚBLICA MUNICIPAL DE CASAS DE BENÍTEZ,Rodríguez de La Fuente,16707,Casas de Benítez,https://www.wikidata.org/wiki/Q1770932,Province of Cuenca,https://www.wikidata.org/wiki/Q54888,969382001,bpm.casasdebenitez@yahoo.es
Biblioteca Pública Municipal de Casas de Fernando Alonso,307,16001263928,BIBLIOTECA PÚBLICA MUNICIPAL DE CASAS DE FERNANDO ALONSO,"Parque, s/n",16610,Casas de Fernando Alonso,https://www.wikidata.org/wiki/Q931490,Province of Cuenca,https://www.wikidata.org/wiki/Q54888,969383013,angelinesrmontero@hotmail.com
Biblioteca Pública Municipal de Casas de Haro,755,16010053996,BIBLIOTECA PÚBLICA MUNICIPAL DE CASAS DE HARO,"Plaza de España, 2",16611,Casas de Haro,https://www.wikidata.org/wiki/Q1920004,Province of Cuenca,https://www.wikidata.org/wiki/Q54888,969380691,bpmcasasdeharo@yahoo.es
Biblioteca Pública Municipal Casas de Los Pinos,870,16013556446,BIBLIOTECA PÚBLICA MUNICIPAL DE CASAS DE LOS PINOS,"Del Parque, 2",16612,Casas de los Pinos,https://www.wikidata.org/wiki/Q609780,Province of Cuenca,https://www.wikidata.org/wiki/Q54888,969383203,biblioteca_casaspinos@hotmail.com
Biblioteca Pública Municipal de Casasimarro,308,16001323929,BIBLIOTECA PÚBLICA MUNICIPAL DE CASASIMARRO,"Parque Angel Rodriguez, s/n",16239,Casasimarro,https://www.wikidata.org/wiki/Q1647141,Province of Cuenca,https://www.wikidata.org/wiki/Q54888,967487588,casasimarrobiblioteca@gmail.com
Biblioteca Pública Municipal de Chillarón de Cuenca,852,16013216443,BIBLIOTECA PÚBLICA MUNICIPAL DE CHILLARÓN DE CUENCA,"Escuelas, s/n",16190,Chillarón de Cuenca,https://www.wikidata.org/wiki/Q1993772,Province of Cuenca,https://www.wikidata.org/wiki/Q54888,969273320,bpmespidofreire@yahoo.es
Red de Bibliotecas Públicas Muncipales de Cuenca,885,16010336983,BIBLIOTECA PÚBLICA MUNICIPAL DE CUENCA,"Aguirre, 2",16002,Cuenca,https://www.wikidata.org/wiki/Q15098,Province of Cuenca,https://www.wikidata.org/wiki/Q54888,969240403,biblioteca@cuenca.es
Red de Bibliotecas Públicas Muncipales de Cuenca,334,16010331201,BIBLIOTECA PÚBLICA MUNICIPAL DE LA FUENTE DEL ORO,"San Damián, s/n",16003,Cuenca,https://www.wikidata.org/wiki/Q15098,Province of Cuenca,https://www.wikidata.org/wiki/Q54888,969239004,riodelavida@hotmail.com
Red de Bibliotecas Públicas Muncipales de Cuenca,893,16010331258,BIBLIOTECA PÚBLICA MUNICIPAL DE VILLA ROMÁN,"Avenida de la Música Española, s/n",16004,Cuenca,https://www.wikidata.org/wiki/Q15098,Province of Cuenca,https://www.wikidata.org/wiki/Q54888,969234544,bpm.villaroman@hotmail.com
Biblioteca Pública del Estado en Cuenca,337,16002303933,BIBLIOTECA PÚBLICA DEL ESTADO EN CUENCA,"Glorieta González Palencia, 1",16071,Cuenca,https://www.wikidata.org/wiki/Q15098,Province of Cuenca,https://www.wikidata.org/wiki/Q54888,969179700,bp.cuenca@jccm.es
"Dirección Provincial de la Consejería de Educación, Cultura y Deporte en Cuenca. Sección del Libro, Archivos y BibliotecasDelegación de Educación, Ciencia y Cultura en Cuenca. Sección del Libro, Archivos y Bibliotecas",544,16013567043,BIBLIOBÚS DE CUENCA I,"González Palencia, 2",16071,Cuenca,https://www.wikidata.org/wiki/Q15098,Province of Cuenca,https://www.wikidata.org/wiki/Q54888,680220953,bibliobuscuenca1@jccm.es
"Dirección Provincial de la Consejería de Educación, Cultura y Deporte en Cuenca. Sección del Libro, Archivos y BibliotecasDelegación de Educación, Ciencia y Cultura en Cuenca. Sección del Libro, Archivos y Bibliotecas",908,16013567044,BIBLIOBÚS DE CUENCA II,"González Palencia, 2",16071,Cuenca,https://www.wikidata.org/wiki/Q15098,Province of Cuenca,https://www.wikidata.org/wiki/Q54888,648224152,bibliobuscuenca2@jccm.es
Biblioteca Pública Municipal de Enguídanos,350,NN848910441,BIBLIOTECA PÚBLICA MUNICIPAL DE ENGUÍDANOS,"Leonardo Luján, 2",16372,Enguídanos,https://www.wikidata.org/wiki/Q1771149,Province of Cuenca,https://www.wikidata.org/wiki/Q54888,969344935,bibliotecaenguidanos@gmail.com
Sala de Pública Pública de La Frontera,756,16006973975,BIBLIOTECA PÚBLICA DE LA FRONTERA,"Lavadero, 11",16144,La Frontera,https://www.wikidata.org/wiki/Q1916240,Province of Cuenca,https://www.wikidata.org/wiki/Q54888,969310959,bibliofrontera@hotmail.com
Sala de Lectura Pública de Fuente de Pedro Naharro,351,16002833935,BIBLIOTECA PÚBLICA MUNICIPAL DE FUENTE DE PEDRO NAHARRO,"Honorio Ruiz, 9",16411,Fuente de Pedro Naharro,https://www.wikidata.org/wiki/Q1903594,Province of Cuenca,https://www.wikidata.org/wiki/Q54888,969125297,biblioteca@fuentedepedronaharro.es
Biblioteca Pública Municipal de Fuentes,873,16013426445,BIBLIOTECA PÚBLICA MUNICIPAL DE FUENTES,"Castelar, 3",16193,Fuentes,https://www.wikidata.org/wiki/Q2047688,Province of Cuenca,https://www.wikidata.org/wiki/Q54888,969257022,bpm.fuentes@hotmail.com
Biblioteca Pública Municipal de Graja de Iniesta,854,16013166442,BIBLIOTECA PÚBLICA MUNICIPAL DE GRAJA DE INIESTA,"La Iglesia, 26",16251,Graja de Iniesta,https://www.wikidata.org/wiki/Q1768941,Province of Cuenca,https://www.wikidata.org/wiki/Q54888,962312419,grajadeiniesta.secretaria@dipucuenca.es
Biblioteca Pública Municipal de El Herrumblar,353,16002963936,BIBLIOTECA PÚBLICA MUNICIPAL DE EL HERRUMBLAR,"Cuenca, 73",16290,El Herrumblar,https://www.wikidata.org/wiki/Q1920048,Province of Cuenca,https://www.wikidata.org/wiki/Q54888,962313100,biblioherrum@hotmail.com
Biblioteca Pública Municipal de Los Hinojosos,355,16003003937,BIBLIOTECA PÚBLICA MUNICIPAL DE LOS HINOJOSOS,"Plaza del Alcalde Adolfo Heras, 1",16417,Los Hinojosos,https://www.wikidata.org/wiki/Q1768772,Province of Cuenca,https://www.wikidata.org/wiki/Q54888,969129740,bibliohinojosos@yahoo.es
Biblioteca Pública Municipal de Honrubia,356,16003173938,BIBLIOTECA PÚBLICA MUNICIPAL DE HONRUBIA,"Av/ de España, 40",16730,Honrubia,https://www.wikidata.org/wiki/Q574076,Province of Cuenca,https://www.wikidata.org/wiki/Q54888,969292048,bpmhonrubia@gmail.com
Biblioteca Pública Municipal de Horcajo de Santiago,357,16003223939,BIBLIOTECA PÚBLICA MUNICIPAL DE HORCAJO DE SANTIAGO,"Huertas, 23",16410,Horcajo de Santiago,https://www.wikidata.org/wiki/Q1900655,Province of Cuenca,https://www.wikidata.org/wiki/Q54888,969127655,bibliotecahorcajo@hotmail.es
Biblioteca Pública Municipal de Huete,358,16003383940,BIBLIOTECA PÚBLICA MUNICIPAL DE HUETE,"Plaza de la Merced, 1",16500,Huete,https://www.wikidata.org/wiki/Q1827689,Province of Cuenca,https://www.wikidata.org/wiki/Q54888,969371005,bphuete@gmail.com
Biblioteca Pública Municipal de Iniesta,359,16003433941,BIBLIOTECA PÚBLICA MUNICIPAL DE INIESTA,"Alarcón, 2",16235,Iniesta,https://www.wikidata.org/wiki/Q630933,Province of Cuenca,https://www.wikidata.org/wiki/Q54888,967490427,bpm.iniesta@hotmail.com
Biblioteca Pública Municipal de Landete,360,16003563942,BIBLIOTECA PÚBLICA MUNICIPAL DE LANDETE,"Matias Valero, 8",16330,Landete,https://www.wikidata.org/wiki/Q426387,Province of Cuenca,https://www.wikidata.org/wiki/Q54888,969368013,bfdc.landete@gmail.com
Biblioteca Pública Municipal de Ledaña,361,16010483999,BIBLIOTECA PÚBLICA MUNICIPAL DE LEDAÑA,"Princesa, 1",16237,Ledaña,https://www.wikidata.org/wiki/Q1648815,Province of Cuenca,https://www.wikidata.org/wiki/Q54888,967492240,biblio.ledana@gmail.com
Biblioteca Pública Municipal de Las Majadas,759,16010644001,BIBLIOTECA PÚBLICA MUNICIPAL DE LAS MAJADAS,"Atanasio Lasso, 12",16142,Las Majadas,https://www.wikidata.org/wiki/Q1903998,Province of Cuenca,https://www.wikidata.org/wiki/Q54888,969283102,majadas.capi@jccm.es
Biblioteca Pública Municipal de Las Mesas,362,16003753943,BIBLIOTECA PÚBLICA MUNICIPAL DE LAS MESAS,"Escuelas, 2",16650,Las Mesas,https://www.wikidata.org/wiki/Q1769818,Province of Cuenca,https://www.wikidata.org/wiki/Q54888,673234334,bibliotecalasmesas@gmail.com
Biblioteca Pública Municipal de Minglanilla,363,16003813944,BIBLIOTECA PÚBLICA MUNICIPAL DE MINGLANILLA,"Plaza del Salero, 5",16260,Minglanilla,https://www.wikidata.org/wiki/Q682640,Province of Cuenca,https://www.wikidata.org/wiki/Q54888,962187134,biblioteca@minglanilla.es
Biblioteca Pública Municipal de Mira,364,16003943945,BIBLIOTECA PÚBLICA MUNICIPAL DE MIRA,"Obispo Sangüesa, s/n",16393,Mira,https://www.wikidata.org/wiki/Q1902619,Province of Cuenca,https://www.wikidata.org/wiki/Q54888,969340919,biblioteca_mira@hotmail.com
Biblioteca Pública Municipal de Montalbo,365,16008553985,"BIBLIOTECA PÚBLICA MUNICIPAL DE MONTALBO ""ANTONIO ESCAMILLA CID""","Glorieta de la Iglesia, 4",16440,Montalbo,https://www.wikidata.org/wiki/Q1647659,Province of Cuenca,https://www.wikidata.org/wiki/Q54888,969130194,bibliomontalbo@gmail.com
Biblioteca Pública Municipal de Mota del Cuervo,366,16004083946,BIBLIOTECA PÚBLICA MUNICIPAL DE MOTA DEL CUERVO,"Escuelas, 1",16630,Mota del Cuervo,https://www.wikidata.org/wiki/Q1637366,Province of Cuenca,https://www.wikidata.org/wiki/Q54888,967182005,bpm-mcuervo@local.jccm.es
Biblioteca Pública Municipal de Motilla del Palancar,368,16004153947,BIBLIOTECA PÚBLICA MUNICIPAL DE MOTILLA DEL PALANCAR,"Cristobal Colón, 1",16200,Motilla del Palancar,https://www.wikidata.org/wiki/Q288552,Province of Cuenca,https://www.wikidata.org/wiki/Q54888,969180127,biblioteca@motilla.com
Biblioteca Pública Municipal de Osa de La Vega,371,16008093980,BIBLIOTECA PÚBLICA MUNICIPAL DE OSA DE LA VEGA,"Iglesia, 1",16423,Osa de la Vega,https://www.wikidata.org/wiki/Q1638582,Province of Cuenca,https://www.wikidata.org/wiki/Q54888,969122905,biblioosa@yahoo.es
Biblioteca Pública Municipal de Palomares del Campo,372,160137311197,BIBLIOTECA PÚBLICA MUNICIPAL DE PALOMARES DEL CAMPO,"Cristo de la Paz, 7",16160,Palomares del Campo,https://www.wikidata.org/wiki/Q1647164,Province of Cuenca,https://www.wikidata.org/wiki/Q54888,969277826,bpmpalomares@hotmail.com
Biblioteca Pública Municipal de El Pedernoso,373,16004363949,BIBLIOTECA PÚBLICA MUNICIPAL DE EL PEDERNOSO,"Constitución, s/n",16638,El Pedernoso,https://www.wikidata.org/wiki/Q1768717,Province of Cuenca,https://www.wikidata.org/wiki/Q54888,967164182,biblioteca@ayuntamientoelpedernoso.es
Biblioteca Pública Municipal de Las Pedroñeras,374,16004413950,BIBLIOTECA PÚBLICA MUNICIPAL DE LAS PEDROÑERAS,"Pelayo, 4",16660,Las Pedroñeras,https://www.wikidata.org/wiki/Q1647629,Province of Cuenca,https://www.wikidata.org/wiki/Q54888,967161229,bibliotecapedroneras@telefonica.net
Biblioteca Pública Municipal de El Peral,375,16008213982,BIBLIOTECA PÚBLICA MUNICIPAL DE EL PERAL,"San Isidro, 4",16240,El Peral,https://www.wikidata.org/wiki/Q1902350,Province of Cuenca,https://www.wikidata.org/wiki/Q54888,969339585,bp_doncrescencio@hotmail.com
Biblioteca Pública Municipal de El Picazo,874,16013746448,BIBLIOTECA PÚBLICA MUNICIPAL DE EL PICAZO,"Molino, 23",16211,El Picazo,https://www.wikidata.org/wiki/Q1903585,Province of Cuenca,https://www.wikidata.org/wiki/Q54888,658510916,bibliotecapicazo@hotmail.com
Biblioteca Pública Municipal de Pozorrubielos de La Mancha,376,16011104003,BIBLIOTECA PÚBLICA MUNICIPAL DE POZORRUBIELOS DE LA MANCHA,"Plaza Mayor, 5",16212,Pozorrubielos de la Mancha,https://www.wikidata.org/wiki/Q595223,Province of Cuenca,https://www.wikidata.org/wiki/Q54888,969330067,bpm.pozorrubielos@gmail.com
Biblioteca Pública Municipal de Pozorrubio de Santiago,377,16004543951,BIBLIOTECA PÚBLICA MUNICIPAL DE POZORRUBIO DE SANTIAGO,"Monte, 16",16414,Pozorrubio,https://www.wikidata.org/wiki/Q1640415,Province of Cuenca,https://www.wikidata.org/wiki/Q54888,969127675,bpmpozorrubio@yahoo.es
Biblioteca Pública Municipal de Priego,378,16004673952,BIBLIOTECA PÚBLICA MUNICIPAL DE PRIEGO,"Ángela López de la Llana,",16800,Priego,https://www.wikidata.org/wiki/Q1649799,Province of Cuenca,https://www.wikidata.org/wiki/Q54888,969311001,bibliotecapriego@yahoo.es
Biblioteca Pública Municipal de El Provencio,379,16004733953,BIBLIOTECA PÚBLICA MUNICIPAL DE EL PROVENCIO,"Avda. de la Libertad, 13",16670,El Provencio,https://www.wikidata.org/wiki/Q1768685,Province of Cuenca,https://www.wikidata.org/wiki/Q54888,967165708,bibliotecaelprovencio@hotmail.com
Biblioteca Pública Municipal de Puebla de Almenara,890,16010706281,BIBLIOTECA PÚBLICA MUNICIPAL DE PUEBLA DE ALMENARA,"Mayor, 23",16421,Puebla de Almenara,https://www.wikidata.org/wiki/Q283217,Province of Cuenca,https://www.wikidata.org/wiki/Q54888,969131285,bpmpuebladealmenara@hotmail.com
Biblioteca Pública Municipal de Quintanar del Rey,380,16004893954,BIBLIOTECA PÚBLICA MUNICIPAL DE QUINTANAR DEL REY,"Cura, 22, 1º",16220,Quintanar del Rey,https://www.wikidata.org/wiki/Q1647678,Province of Cuenca,https://www.wikidata.org/wiki/Q54888,967496514,biblioquin@gmail.com
Sala de Lectura Pública de Saelices,382,16004923955,BIBLIOTECA PÚBLICA MUNICIPAL DE SAELICES,"Plaza Pública, 1",16430,Saelices,https://www.wikidata.org/wiki/Q1648614,Province of Cuenca,https://www.wikidata.org/wiki/Q54888,969132128,bpmsaelices@yahoo.es
Biblioteca Pública Municipal de San Clemente,384,16005053956,BIBLIOTECA PÚBLICA MUNICIPAL,"Plaza Mayor, 12",16600,San Clemente,https://www.wikidata.org/wiki/Q1750966,Province of Cuenca,https://www.wikidata.org/wiki/Q54888,969300003,biblioteca@sanclemente.es
Biblioteca Pública Municipal de San Lorenzo de La Parrilla,385,16005123957,BIBLIOTECA PÚBLICA MUNICIPAL DE SAN LORENZO DE LA PARRILLA,Damas,16770,San Lorenzo de la Parrilla,https://www.wikidata.org/wiki/Q1648636,Province of Cuenca,https://www.wikidata.org/wiki/Q54888,969296925,biblioparrilla@gmail.com
Biblioteca Pública Municipal de Santa Cruz de Moya,764,16011596282,BIBLIOTECA PÚBLICA MUNICIPAL DE SANTA CRUZ DE MOYA,"Plaza Mayor, 1",16336,Santa Cruz de Moya,https://www.wikidata.org/wiki/Q115955,Province of Cuenca,https://www.wikidata.org/wiki/Q54888,617333506,bibliostacruzdemoya@hotmail.com
Sala de Lectura Pública de Santa María de los Llanos,386,16005273958,BIBLIOTECA PÚBLICA MUNICIPAL DE SANTA MARÍA DE LOS LLANOS,"Carreterilla, 53",16639,Santa María de los Llanos,https://www.wikidata.org/wiki/Q115957,Province of Cuenca,https://www.wikidata.org/wiki/Q54888,969137276,biblioteca_santamaria@hotmail.com
