LibraryAdministration,LibraryCode,ID,Library,Address,ZIPcode,Town,Province,Telephone,Email
Biblioteca Pública Municipal de Minglanilla,363,16003813944,BIBLIOTECA PÚBLICA MUNICIPAL DE MINGLANILLA,"Plaza del Salero, 5",16260,Minglanilla,Cuenca,962187134,biblioteca@minglanilla.es
Biblioteca Pública Municipal de Mira,364,16003943945,BIBLIOTECA PÚBLICA MUNICIPAL DE MIRA,"Obispo Sangüesa, s/n",16393,Mira,Cuenca,969340919,biblioteca_mira@hotmail.com
Biblioteca Pública Municipal de Montalbo,365,16008553985,"BIBLIOTECA PÚBLICA MUNICIPAL DE MONTALBO ""ANTONIO ESCAMILLA CID""","Glorieta de la Iglesia, 4",16440,Montalbo,Cuenca,969130194,bibliomontalbo@gmail.com
Biblioteca Pública Municipal de Mota del Cuervo,366,16004083946,BIBLIOTECA PÚBLICA MUNICIPAL DE MOTA DEL CUERVO,"Escuelas, 1",16630,Mota del Cuervo,Cuenca,967182005,bpm-mcuervo@local.jccm.es
Biblioteca Pública Municipal de Motilla del Palancar,368,16004153947,BIBLIOTECA PÚBLICA MUNICIPAL DE MOTILLA DEL PALANCAR,"Cristobal Colón, 1",16200,Motilla del Palancar,Cuenca,969180127,biblioteca@motilla.com
Biblioteca Pública Municipal de Osa de La Vega,371,16008093980,BIBLIOTECA PÚBLICA MUNICIPAL DE OSA DE LA VEGA,"Iglesia, 1",16423,Osa de la Vega,Cuenca,969122905,biblioosa@yahoo.es
Biblioteca Pública Municipal de Palomares del Campo,372,160137311197,BIBLIOTECA PÚBLICA MUNICIPAL DE PALOMARES DEL CAMPO,"Cristo de la Paz, 7",16160,Palomares del Campo,Cuenca,969277826,bpmpalomares@hotmail.com
Biblioteca Pública Municipal de El Pedernoso,373,16004363949,BIBLIOTECA PÚBLICA MUNICIPAL DE EL PEDERNOSO,"Constitución, s/n",16638,Pedernoso (El),Cuenca,967164182,biblioteca@ayuntamientoelpedernoso.es
Biblioteca Pública Municipal de Las Pedroñeras,374,16004413950,BIBLIOTECA PÚBLICA MUNICIPAL DE LAS PEDROÑERAS,"Pelayo, 4",16660,Pedroñeras (Las),Cuenca,967161229,bibliotecapedroneras@telefonica.net
Biblioteca Pública Municipal de El Peral,375,16008213982,BIBLIOTECA PÚBLICA MUNICIPAL DE EL PERAL,"San Isidro, 4",16240,Peral (El),Cuenca,969339585,bp_doncrescencio@hotmail.com
Biblioteca Pública Municipal de El Picazo,874,16013746448,BIBLIOTECA PÚBLICA MUNICIPAL DE EL PICAZO,"Molino, 23",16211,Picazo (El),Cuenca,658510916,bibliotecapicazo@hotmail.com
Biblioteca Pública Municipal de Pozorrubielos de La Mancha,376,16011104003,BIBLIOTECA PÚBLICA MUNICIPAL DE POZORRUBIELOS DE LA MANCHA,"Plaza Mayor, 5",16212,Pozorrubielos de la Mancha,Cuenca,969330067,bpm.pozorrubielos@gmail.com
Biblioteca Pública Municipal de Pozorrubio de Santiago,377,16004543951,BIBLIOTECA PÚBLICA MUNICIPAL DE POZORRUBIO DE SANTIAGO,"Monte, 16",16414,Pozorrubio de Santiago,Cuenca,969127675,bpmpozorrubio@yahoo.es
Biblioteca Pública Municipal de Priego,378,16004673952,BIBLIOTECA PÚBLICA MUNICIPAL DE PRIEGO,"Ángela López de la Llana,",16800,Priego,Cuenca,969311001,bibliotecapriego@yahoo.es
Biblioteca Pública Municipal de El Provencio,379,16004733953,BIBLIOTECA PÚBLICA MUNICIPAL DE EL PROVENCIO,"Avda. de la Libertad, 13",16670,Provencio (El),Cuenca,967165708,bibliotecaelprovencio@hotmail.com
Biblioteca Pública Municipal de Puebla de Almenara,890,16010706281,BIBLIOTECA PÚBLICA MUNICIPAL DE PUEBLA DE ALMENARA,"Mayor, 23",16421,Puebla de Almenara,Cuenca,969131285,bpmpuebladealmenara@hotmail.com
Biblioteca Pública Municipal de Quintanar del Rey,380,16004893954,BIBLIOTECA PÚBLICA MUNICIPAL DE QUINTANAR DEL REY,"Cura, 22, 1º",16220,Quintanar del Rey,Cuenca,967496514,biblioquin@gmail.com
Sala de Lectura Pública de Saelices,382,16004923955,BIBLIOTECA PÚBLICA MUNICIPAL DE SAELICES,"Plaza Pública, 1",16430,Saelices,Cuenca,969132128,bpmsaelices@yahoo.es
Biblioteca Pública Municipal de San Clemente,384,16005053956,BIBLIOTECA PÚBLICA MUNICIPAL,"Plaza Mayor, 12",16600,San Clemente,Cuenca,969300003,biblioteca@sanclemente.es
Biblioteca Pública Municipal de San Lorenzo de La Parrilla,385,16005123957,BIBLIOTECA PÚBLICA MUNICIPAL DE SAN LORENZO DE LA PARRILLA,Damas,16770,San Lorenzo de la Parrilla,Cuenca,969296925,biblioparrilla@gmail.com
Biblioteca Pública Municipal de Santa Cruz de Moya,764,16011596282,BIBLIOTECA PÚBLICA MUNICIPAL DE SANTA CRUZ DE MOYA,"Plaza Mayor, 1",16336,Santa Cruz de Moya,Cuenca,617333506,bibliostacruzdemoya@hotmail.com
Sala de Lectura Pública de Santa María de los Llanos,386,16005273958,BIBLIOTECA PÚBLICA MUNICIPAL DE SANTA MARÍA DE LOS LLANOS,"Carreterilla, 53",16639,Santa María de los Llanos,Cuenca,969137276,biblioteca_santamaria@hotmail.com
Biblioteca Pública Municipal de Santa María del Campo Rus,387,16008743987,BIBLIOTECA PÚBLICA MUNICIPAL DE SANTA MARÍA DEL CAMPO RUS,"Plaza de Carlos Patiño, 1",16621,Santa María del Campo Rus,Cuenca,969196047,PALMIRAhm3@hotmail.com
Biblioteca Pública Municipal Herminio Sanz (Sisante),388,16005333959,BIBLIOTECA PÚBLICA MUNICIPAL DE SISANTE,"Juan Carlos I, 1",16700,Sisante,Cuenca,969387542,biblioteca@sisante.net
Bibliotecas dependientes del Ayuntamiento de Sotorribas,766,16011621259,BIBLIOTECA PÚBLICA MUNICIPAL DE RIBAGORDA,Cuenca,16143,Sotorribas,Cuenca,969288982,bpmsotos@yahoo.es
Bibliotecas dependientes del Ayuntamiento de Sotorribas,765,16011626621,BIBLIOTECA PÚBLICA MUNICIPAL DE SOTOS,"Herreros, 9",16143,Sotorribas,Cuenca,969288982,bpmsotos@yahoo.es
Biblioteca Pública Municipal de Talayuelas,389,16005483960,BIBLIOTECA PÚBLICA MUNICIPAL DE TALAYUELAS,"Obispo Almonacid, 9",16320,Talayuelas,Cuenca,969363280,bpmtalayuelas@gmail.com
Biblioteca Pública Municipal de Tarancón,390,16005513961,BIBLIOTECA PÚBLICA MUNICIPAL DE TARANCÓN,"San Isidro, s/n",16400,Tarancón,Cuenca,969322446,biblioteca_luisrius@tarancon.es
Biblioteca Pública Municipal de Tébar,829,16007233977,BIBLIOTECA PÚBLICA MUNICIPAL DE TÉBAR,"Escuelas, s/n",16710,Tébar,Cuenca,969381076,bibliotecatebar@gmail.com
Biblioteca Pública Municipal de Torrubia del Campo,392,16011844008,BIBLIOTECA PÚBLICA MUNICIPAL DE TORRUBIA DEL CAMPO,"Cara de Dios, s/n",16413,Torrubia del Campo,Cuenca,969134082,maricarmendelicado@yahoo.es
Biblioteca Pública Municipal de Tragacete,393,16005643962,BIBLIOTECA PÚBLICA MUNICIPAL DE TRAGACETE,"Santisima Trinidad, 9",16150,Tragacete,Cuenca,969289230,bibliotragacete@hotmail.com
Biblioteca Pública Municipal de Uclés,842,16012956440,BIBLIOTECA PÚBLICA MUNICIPAL DE UCLÉS,"Trinidad, 13",16452,Uclés,Cuenca,969136062,biblioteca@ucles.es
Biblioteca Pública Municipal de Las Valeras,394,16007393978,BIBLIOTECA PÚBLICA MUNICIPAL DE LAS VALERAS,"Samuel Baltes, 2",16120,Valeras (Las),Cuenca,969208001,bpmvaleradeabajo@outlook.com
Biblioteca Pública Municipal de Valverde de Júcar,395,16007443979,BIBLIOTECA PÚBLICA MUNICIPAL DE VALVERDE DE JÚCAR,"Señoras De Urionagoena, s/n",16100,Valverde de Júcar,Cuenca,969200441,biblioteca@valverdedejucar.net
Biblioteca Pública Municipal de Vara de Rey,396,16005703963,BIBLIOTECA PÚBLICA MUNICIPAL DE VARA DE REY,"San José, 4",16709,Vara de Rey,Cuenca,969385287,bpleondearroyal@hotmail.com
Biblioteca Pública Municipal de Villaconejos de Trabaque,841,16002243932,BIBLIOTECA PÚBLICA MUNICIPAL DE VILLACONEJOS DE TRABAQUE,"Plaza Prado, 1",16860,Villaconejos de Trabaque,Cuenca,969315686,bibliovillaconejos@gmail.com
Biblioteca Pública Municipal de Villaescusa de Haro,767,16012014010,BIBLIOTECA PÚBLICA MUNICIPAL DE VILLAESCUSA DE HARO,"Plaza San Pedro, 1",16647,Villaescusa de Haro,Cuenca,967168566,bibliovillaescusadeharo@hotmail.com
Biblioteca Pública Municipal de Villagarcía del Llano,398,16008163981,BIBLIOTECA PÚBLICA MUNICIPAL DE VILLAGARCÍA DEL LLANO,"Jose Antonio, 8",16236,Villagarcía del Llano,Cuenca,651388033,Isabelbibli12@hotmail.com
Sala de Lectura Pública de Villalba de La Sierra,399,16012394012,BIBLIOTECA PÚBLICA MUNICIPAL DE VILLALBA DE LA SIERRA,"Cerro Carrascosa, 1",16140,Villalba de la Sierra,Cuenca,969281170,bibliotecavillalba@soluip.com
Biblioteca Pública Municipal de Villalpardo,401,16005993965,BIBLIOTECA PÚBLICA MUNICIPAL DE VILLALPARDO,"San Isidro, 5",16270,Villalpardo,Cuenca,962311302,biblioteca.villalpardo@hotmail.com
Biblioteca Pública Municipal de Villamayor de Santiago,402,16006033966,BIBLIOTECA PÚBLICA MUNICIPAL DE VILLAMAYOR DE SANTIAGO,"Olímpica, 3",16415,Villamayor de Santiago,Cuenca,969139915,biblioteca@villamayordesantiago.es
Biblioteca Pública Municipal de Villanueva de la Jara,403,16006103967,BIBLIOTECA PÚBLICA MUNICIPAL DE VILLANUEVA DE LA JARA,"José María Galiano, 19",16230,Villanueva de la Jara,Cuenca,967498198,bibliojara@gmail.com
Biblioteca Pública Municipal de Villar de Olalla,769,16012604015,BIBLIOTECA PÚBLICA MUNICIPAL DE VILLAR DE OLALLA,"La Plaza, 1",16196,Villar de Olalla,Cuenca,969261405,bpmvillarolalla@gmail.com
Biblioteca Pública Municipal de Villarejo de Fuentes,405,16006253968,BIBLIOTECA PÚBLICA MUNICIPAL DE VILLAREJO DE FUENTES,"Constantino Alhambra, 29, Bajo",16432,Villarejo de Fuentes,Cuenca,969131786,villarejo.biblioteca@gmail.com
Biblioteca Pública Municipal de Villares del Saz,407,16006313969,BIBLIOTECA PÚBLICA MUNICIPAL DE VILLARES DEL SAZ,"Pilar, s/n",16442,Villares del Saz,Cuenca,969298339,bpmvillares@hotmail.com
Biblioteca Pública Municipal de Villarta,408,16006463970,BIBLIOTECA PÚBLICA MUNICIPAL DE VILLARTA,"Colón, 18",16280,Villarta,Cuenca,678541236,bibliotecavillarta@hotmail.com
Biblioteca Pública Municipal de Albalate de Zorita,770,19007056458,BIBLIOTECA PÚBLICA MUNICIPAL DE ALBALATE DE ZORITA,"La Fuente, 40",19117,Albalate de Zorita,Guadalajara,949376571,albateca1@yahoo.es
Biblioteca Municipal de Albares,932,NN849610445,BIBLIOTECA PÚBLICA MUNICIPAL DE ALBARES,"Plaza de la Iglesia, 1",19112,Albares,Guadalajara,949380870,bibliotecapm_albares@hotmail.com
Biblioteca Pública Municipal de Alcoroches,900,NN849110198,BIBLIOTECA PÚBLICA MUNICIPAL DE ALCOROCHES,"Avda. Reina Mª Cristina, 24",19310,Alcoroches,Guadalajara,949836337,biblioalcoroches@hotmail.com
Biblioteca Pública Municipal de Almonacid de Zorita,411,19000224145,BIBLIOTECA PÚBLICA MUNICIPAL DE ALMONACID DE ZORITA,"Pósito, 2",19118,Almonacid de Zorita,Guadalajara,949376201,biblioalmo1@yahoo.es
Biblioteca Pública Municipal de Alovera,412,19006294165,BIBLIOTECA PÚBLICA MUNICIPAL DE ALOVERA,"Avenida Virgen del Carmen, s/n",19208,Alovera,Guadalajara,949270590,biblioteca@aytoalovera.es
Biblioteca Pública Municipal de Alustante,797,19005554163,BIBLIOTECA PÚBLICA MUNICIPAL DE ALUSTANTE,"Iglesia, 1",19320,Alustante,Guadalajara,978714144,bibliotecadealustante@gmail.com
Biblioteca Municipal Almudena Grandes (Azuqueca de Henares),415,19000564146,BIBLIOTECA PÚBLICA MUNICIPAL DE AZUQUECA DE HENARES,"Avda. Francisco Vives, 3",19200,Azuqueca de Henares,Guadalajara,949348467,biblioteca@azuqueca.net
Biblioteca Pública Municipal de Berninches,835,19006354166,BIBLIOTECA PÚBLICA MUNICIPAL DE BERNINCHES,"Plaza Mayor, 1",19133,Berninches,Guadalajara,949284080,bibliofuentelencina@hotmail.com
Biblioteca Pública Municipal de Brihuega,417,19000754147,BIBLIOTECA PÚBLICA MUNICIPAL DE BRIHUEGA,"Margarita de Pedroso, 14",19400,Brihuega,Guadalajara,949280494,bibliotecabrihuega@hotmail.com
Sala de Lectura Pública de Budia,867,19005376454,BIBLIOTECA PÚBLICA MUNICIPAL DE BUDIA,"Eras del lagar, 1",19133,Budia,Guadalajara,949283401,juankzo@yahoo.com
Biblioteca Pública Municipal de Cabanillas del Campo,771,19008314169,BIBLIOTECA PÚBLICA MUNICIPAL DE CABANILLAS DEL CAMPO,"Calle Cuzco, 3",19171,Cabanillas del Campo,Guadalajara,949337601,dbiblio@aytocabanillas.org
Biblioteca Pública Municipal El Casar,419,19000814148,BIBLIOTECA PÚBLICA MUNICIPAL DE EL CASAR,"Avda. de los Maestros, 2",19170,Casar (El),Guadalajara,949336545,biblioteca@ayuntamientoelcasar.es
Biblioteca Pública Municipal de Chiloeches,798,19001154151,BIBLIOTECA PÚBLICA MUNICIPAL DE CHILOECHES,"Reajal, 5",19160,Chiloeches,Guadalajara,949271713,biblioteca_chiloeches@hotmail.com
Biblioteca Pública Municipal de Cifuentes,421,19000944149,BIBLIOTECA PÚBLICA MUNICIPAL DE CIFUENTES,"Plaza San Francisco, s/n",19420,Cifuentes,Guadalajara,949811048,biblioteca@cifuentes.es
Biblioteca Pública Municipal de Gárgoles de Abajo,811,19007486460,BIBLIOTECA PÚBLICA MUNICIPAL DE GARGOLES DE ABAJO,"Plaza Juan Béjar, 1 (Gárgoles de Abajo)",19459,Cifuentes,Guadalajara,949817860,cifuentesgargolesabajo.capi@jccm.es
Biblioteca Pública Municipal de Cogolludo,423,19001084150,BIBLIOTECA PÚBLICA MUNICIPAL DE COGOLLUDO,San Francisco s/n,19230,Cogolludo,Guadalajara,949855228,perugil@yahoo.es
Sala de Lectura Pública de Durón,868,19004026450,BIBLIOTECA PÚBLICA MUNICIPAL DE DURÓN,"Molino, 2",19143,Durón,Guadalajara,949283564,duron@local.jccm.es
Biblioteca Pública Municipal de Espinosa de Henares,886,19000176276,BIBLIOTECA PÚBLICA MUNICIPAL DE ESPINOSA DE HENARES,"Plaza de España, 1",19292,Espinosa de Henares,Guadalajara,949858801,biblioespinosa@hotmail.es
Biblioteca Pública Municipal de Fontanar,800,19005744164,BIBLIOTECA PÚBLICA MUNICIPAL DE FONTANAR,Antonio Machado s/n,19290,Fontanar,Guadalajara,949331535,biblioteca@aytofontanar.es
Biblioteca Pública Municipal de Fuentelencina,836,19001206277,BIBLIOTECA PÚBLICA MUNICIPAL DE FUENTELENCINA,"Plaza Mayor, s/n",19144,Fuentelencina,Guadalajara,949284201,bibliofuentelencina@hotmail.com
Biblioteca Pública Municipal de Fuentenovilla,862,19004306451,BIBLIOTECA PÚBLICA MUNICIPAL,"Plaza Mayor, 1",19113,Fuentenovilla,Guadalajara,949389708,fuentenovillabiblioteca@gmail.com
Biblioteca Pública Municipal de Galápagos,817,19006916457,BIBLIOTECA PÚBLICA MUNICIPAL DE GALÁPAGOS,"Calle del Olmo, s/n",19174,Galápagos,Guadalajara,949318084,biblioteca@galapagos.es
Biblioteca Pública del Estado en Guadalajara,440,19002524152,BIBLIOTECA PÚBLICA DEL ESTADO EN GUADALAJARA,"Plaza de Dávalos, s/n",19001,Guadalajara,Guadalajara,949885225,bpgu@jccm.es
"Sección del Libro, Archivos y Bibliotecas. Central Bibliobús",912,19009777047,BIBLIOBÚS 3 - SIERRA NORTE,"Juan Bautista Topete, 1-3",19001,Guadalajara,Guadalajara,648224151,bibliobussierranorte3@jccm.es
"Sección del Libro, Archivos y Bibliotecas. Central Bibliobús",911,19009777046,BIBLIOBÚS 2 - SIERRA-ALCARRIA,"Juan Bautista Topete, 1-3",19001,Guadalajara,Guadalajara,648224116,bibliobussierraalcarria2@jccm.es
Biblioteca Pública Municipal de Horche,726,19007126459,BIBLIOTECA PÚBLICA MUNICIPAL DE HORCHE,"Antonio Buero Vallejo, 5",19140,Horche,Guadalajara,949291167,bibliotecadehorche@yahoo.es
Biblioteca Pública Municipal de Humanes,465,19003634153,BIBLIOTECA PÚBLICA MUNICIPAL DE HUMANES,"Juan Francisco Martínez Catalina, nº 8 F",19220,Humanes,Guadalajara,949850678,bibhumanes@yahoo.es
Biblioteca Pública Municipal de Illana,927,XXXUA190102312893,BIBLIOTECA PÚBLICA MUNICIPAL DE ILLANA,"Eleuterio Revuelta, 3",19119,Illana,Guadalajara,949133001,bibliotecaillana@hotmail.com
Biblioteca Pública Municipal de Jadraque,802,19003794154,BIBLIOTECA PÚBLICA MUNICIPAL DE JADRAQUE,"Carretera de Soria,",19240,Jadraque,Guadalajara,949890257,bibjadraque@yahoo.es
Biblioteca Pública Municipal de Loranca de Tajuña,772,19008624171,BIBLIOTECA PUBLICA MUNICIPAL DE LORANCA DE TAJUÑA,"San Roque, 2",19141,Loranca de Tajuña,Guadalajara,949294639,biblioteca@loranca.org
Biblioteca Pública Municipal de Lupiana,902,NN849310200,BIBLIOTECA PÚBLICA MUNICIPAL DE LUPIANA,"Plaza Mayor, 7",19142,Lupiana,Guadalajara,949291215,bibliotecadelupiana@gmail.com
Biblioteca Pública Municipal de Maranchón,468,19003854155,BIBLIOTECA PÚBLICA MUNICIPAL DE MARANCHÓN,"Plaza de España, 7",19280,Maranchón,Guadalajara,608377081,bibliotecamaranchon@hotmail.com
Biblioteca Pública Municipal de Marchamalo,438,19006534167,BIBLIOTECA PÚBLICA MUNICIPAL DE MARCHAMALO,"Cercado, s/n",19180,Marchamalo,Guadalajara,697163747,biblioteca@marchamalo.com
"Sección del Libro, Archivos y Bibliotecas. Central Bibliobús",913,19009777045,BIBLIOBÚS 1 - SEÑORÍO DE MOLINA Y DUCADO DE MEDINACELLI,"El Carmen, 1",19300,Molina de Aragón,Guadalajara,648224150,bibliobusmolina1@jccm.es
Biblioteca Pública Municipal de Molina de Aragón,469,19003984156,BIBLIOTECA PÚBLICA MUNICIPAL DE MOLINA DE ARAGÓN,D. Antonio López Ayllón-Gaona nº 2,19300,Molina de Aragón,Guadalajara,949832100,bibliomolina@hotmail.com
Biblioteca Pública Municipal de Mondéjar,470,19008844173,BIBLIOTECA PÚBLICA MUNICIPAL DE MONDÉJAR,"Don Fernando Garcia Moreno, s/n",19110,Mondéjar,Guadalajara,949385001,biblioteca@mondejar.org
Biblioteca Pública Municipal de Pastrana,471,19004194157,BIBLIOTECA PÚBLICA MUNICIPAL DE PASTRANA,"San Juan de la Cruz, 2",19100,Pastrana,Guadalajara,949370231,biblioteca@pastrana.org
Biblioteca Pública Municipal de Pioz,903,NN849410201,BIBLIOTECA PÚBLICA MUNICIPAL DE PIOZ,"Camino de las Eras, s/n",19162,Pioz,Guadalajara,949272050,biblioteca.aytopioz@gmail.com
Biblioteca Pública Municipal del Pozo de Guadalajara,813,19009014175,BIBLIOTECA PÚBLICA MUNICIPAL DE POZO DE GUADALAJARA,"Constitución, 3",19161,Pozo de Guadalajara,Guadalajara,949272340,bibliopozo@yahoo.es
Biblioteca Pública Municipal de Quer,935,NN854110498,BIBLIOTECA PÚBLICA MUNICIPAL VILLA DE QUER,"Carretera Torrelaguna, s/n",19209,Quer,Guadalajara,949318758,biblioteca@ayuntamientodequer.es
Biblioteca Pública Municipal de Sacedón,472,19004244158,BIBLIOTECA PÚBLICA MUNICIPAL DE SACEDÓN,"Isaac Peral, 25",19120,Sacedón,Guadalajara,949350397,bibliosacedon02@hotmail.com
Biblioteca Pública Municipal de Sigüenza,476,19004774159,BIBLIOTECA PÚBLICA MUNICIPAL DE SIGÜENZA,"Valencia, 5",19250,Sigüenza,Guadalajara,949390519,biblioteca@siguenza.es
Sala de Lectura Pública de Tendilla,869,19006886456,BIBLIOTECA PÚBLICA MUNICIPAL DE TENDILLA,"Ropería Vieja, 2",19134,Tendilla,Guadalajara,949298230,bibliotecatendilla@outlook.es
Biblioteca Pública Municipal de Torija,773,19009234177,BIBLIOTECA PÚBLICA MUNICIPAL DE TORIJA,Plaza de la Villa,19190,Torija,Guadalajara,949320309,bibliotecatorija@gmail.com
Biblioteca Pública Municipal de Torrejón del Rey,774,19009394178,BIBLIOTECA PÚBLICA MUNICIPAL DULCINEA,"del Perro, s/n",19174,Torrejón del Rey,Guadalajara,949339351,biblioteca@aytotorrejondelrey.com
Biblioteca Pública Municipal de Tórtola de Henares,816,19009444179,BIBLIOTECA PÚBLICA MUNICIPAL DE TÓRTOLA DE HENARES,"Real, s/n",19198,Tórtola de Henares,Guadalajara,949323046,biblioteca.tortola@gmail.com
Sala de Lectura Pública de Trijueque,775,19009574180,BIBLIOTECA PÚBLICA MUNICIPAL DE TRIJUEQUE,"Plaza Mayor, s/n",19192,Trijueque,Guadalajara,949320291,bibliotecadetrijueque@gmail.com
Biblioteca Pública Municipal de Trillo,478,19004964160,BIBLIOTECA PÚBLICA MUNICIPAL DE TRILLO,"Enmedio, 1, 2ª planta",19450,Trillo,Guadalajara,949815599,bibliotecatrillo@hotmail.com
Bibliotecas dependientes del Ayuntamiento de Uceda,814,19003046283,BIBLIOTECA PÚBLICA MUNICIPAL DE UCEDA,"Plaza Mayor, 15",19187,Uceda,Guadalajara,949856075,bibliouceda@gmail.com
Bibliotecas dependientes del Ayuntamiento de Uceda,896,19003048387,BIBLIOTECA BARRIO CARAQUIZ DE UCEDA,"Jaralón, s/n",19188,Uceda,Guadalajara,949859861,bpmcaraquiz@gmail.com
Biblioteca Pública Municipal de Villanueva de La Torre,815,19007516461,BIBLIOTECA PÚBLICA MUNICIPAL DE VILLANUEVA DE LA TORRE,"Ctra. de Azuqueca a Valdeavero, Km. 3.300, Envios a Mayor, s/n",19209,Villanueva de la Torre,Guadalajara,949266151,biblioteca@villanuevadelatorre.es
Bibliotecas dependientes del Ayuntamiento de Yebes,945,NN932912332,BIBLIOTECA PÚBLICA MUNICIPAL DE VALDELUZ,"Asteroide Yebes s/n,  Urbanización Valdeluz",19139,Yebes,Guadalajara,949205384,biblioteca@yebes.es
Bibliotecas dependientes del Ayuntamiento de Yebes,944,NN932912331,BIBLIOTECA PÚBLICA MUNICIPAL DE YEBES,"Plaza Mayor, 1",19141,Yebes,Guadalajara,949293816,biblioteca@yebes.es
Biblioteca Pública Municipal de Yunquera de Henares,482,19005424162,BIBLIOTECA PÚBLICA MUNICIPAL DE YUNQUERA DE HENARES,"Plaza Mayor, s/n",19210,Yunquera de Henares,Guadalajara,949330393,biblioyunquera@yahoo.es
Biblioteca Pública Municipal de Ajofrín,483,45010985537,BIBLIOTECA PÚBLICA MUNICIPAL DE AJOFRÍN,"Plaza de las Monjas, 7",45110,Ajofrín,Toledo,925390688,bpm-ajofrin@local.jccm.es
Biblioteca Pública Municipal de Alameda de La Sagra,484,45014875561,BIBLIOTECA PÚBLICA MUNICIPAL DE ALAMEDA DE LA SAGRA,"Francisco de Quevedo, 2",45240,Alameda de la Sagra,Toledo,925500218,biblioteca@alamedadelasagra.es
Sala de Lectura Pública de Alcabón,485,45000125468,BIBLIOTECA PÚBLICA MUNICIPAL DE ALCABÓN,"Plaza de España, 1",45523,Alcabón,Toledo,925779480,bpm.alcabon@gmail.com
Biblioteca Pública Municipal de Alcaudete de La Jara,486,45000275469,BIBLIOTECA PÚBLICA MUNICIPAL DE ALCAUDETE DE LA JARA,"Fragua del Concejo, s/n",45662,Alcaudete de la Jara,Toledo,925853003,ayuntamiento@alcaudetedelajara.es
Biblioteca Pública Municipal de Almorox,489,45000335470,BIBLIOTECA PÚBLICA MUNICIPAL DE ALMOROX,"Don Felipe Vázquez, s/n",45900,Almorox,Toledo,918623002,marianoleon.delprado@edu.jccm.es
Biblioteca Pública Municipal de Añover de Tajo,490,45000485471,BIBLIOTECA PÚBLICA MUNICIPAL DE AÑOVER DE TAJO,"Canalejas, 2",45250,Añover de Tajo,Toledo,925506740,biblioteca@anoverdetajo.es
Biblioteca Pública Municipal de Arcicóllar,777,45022745587,BIBLIOTECA PÚBLICA MUNICIPAL DE ARCICÓLLAR,"Cervantes, 8",45182,Arcicóllar,Toledo,925350810,bpmarcicollar@hotmail.com
Biblioteca Pública Municipal de Argés,491,45011195538,BIBLIOTECA PÚBLICA MUNICIPAL DE ARGÉS,"La iglesia, 2",45122,Argés,Toledo,925293504,biblioarges@hotmail.com
Biblioteca Pública Municipal de Bargas,493,45000515472,BIBLIOTECA PÚBLICA MUNICIPAL DE BARGAS,"Barrio Alto, 9",45593,Bargas,Toledo,925493462,biblioteca@bargas.es
Biblioteca Pública Municipal de Belvís de La Jara,494,45000645473,BIBLIOTECA PÚBLICA MUNICIPAL DE BELVÍS DE LA JARA,"Bailen, s/n",45660,Belvís de la Jara,Toledo,925858580,bibliotecabelvis@hotmail.com
Biblioteca Pública Municipal de Borox,495,45011245539,BIBLIOTECA PÚBLICA MUNICIPAL DE BOROX,"Piedad Colón, 40",45222,Borox,Toledo,925548304,bibliotecaborox@yahoo.es
Sala de Lectura Pública de Buenaventura,496,45011455540,BIBLIOTECA PÚBLICA MUNICIPAL DE BUENAVENTURA,"Sartajada, 10",45634,Buenaventura,Toledo,925875044,bibliobuenaventura@gmail.com
Biblioteca Pública Municipal de Burguillos,497,45000705474,BIBLIOTECA PÚBLICA MUNICIPAL DE BURGUILLOS DE TOLEDO,"Carretera de Ciudad Real, 34",45112,Burguillos de Toledo,Toledo,925393912,biblioteca@burguillosdetoledo.org
Biblioteca Pública Municipal de Burujón,498,45016395570,BIBLIOTECA PÚBLICA MUNICIPAL DE BURUJÓN,"Soledad, s/n",45521,Burujón,Toledo,925756219,bibliotecadeburujon@hotmail.com
Biblioteca Publica Municipal de Cabañas de La Sagra,499,45003935588,BIBLIOTECA PÚBLICA MUNICIPAL DE CABAÑAS DE LA SAGRA,"Ronda, s/n",45592,Cabañas de la Sagra,Toledo,925355911,mariam_pm@hotmail.com
Biblioteca Pública Municipal de Cabezamesada,501,45015035563,BIBLIOTECA PÚBLICA MUNICIPAL DE CABEZAMESADA,"Aurora, 6",45890,Cabezamesada,Toledo,925209134,aytocabezamesada@telefonica.net
Biblioteca Pública Municipal de Calera y Chozas,502,45000865475,BIBLIOTECA PÚBLICA MUNICIPAL DE CALERA Y CHOZAS,"Estación, 2",45686,Calera y Chozas,Toledo,925050157,biblioteca@caleraychozas.com
Biblioteca Pública Municipal de Alberche del Caudillo,503,45022555585,BIBLIOTECA PÚBLICA MUNICIPAL DE ALBERCHE DEL CAUDILLO,"Ronda de la Vega, s/n",45695,Calera y Chozas,Toledo,617937318,bibliotecadealberche@yahoo.es
Biblioteca Pública Municipal de La Calzada de Oropesa,504,45022935589,BIBLIOTECA PÚBLICA MUNICIPAL DE LA CALZADA DE OROPESA,"Ildefonso Carretero, 2",45580,Calzada de Oropesa,Toledo,925435980,bibliolacalzada@gmail.com
Biblioteca Pública Municipal de Camarena,505,45015105564,BIBLIOTECA PÚBLICA MUNICIPAL DE CAMARENA,"de la salud, 1",45180,Camarena,Toledo,918174252,bpm.camarena@yahoo.es
