Datos;Nombre Unidad Administrativa;Código Biblioteca;Nidem biblioteca;Nombre biblioteca;Dirección;Código postal;Municipio;Provincia;Teléfono;Correo electrónico;Tipo de servicio
2019;Biblioteca Pública Municipal de Campos del Paraíso;887;1600684-3974;BIBLIOTECA PÚBLICA MUNICIPAL DE CAMPOS DEL PARAÍSO;Plaza de don Miguel de Carrascosa, s/n;16555;Campos del Paraíso;Cuenca;969124271;bibliocamparaiso@hotmail.com;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Cañamares;754;1600966-3994;BIBLIOTECA PÚBLICA MUNICIPAL DE CAÑAMARES;Rodeo, s/n;16890;Cañamares;Cuenca;969310197;bibliocanamares@hotmail.com;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Cañete;302;1600090-3926;BIBLIOTECA PÚBLICA MUNICIPAL DE CAÑETE ;San Andrés, 2;16300;Cañete;Cuenca;969346373;bpmmiguelromero@gmail.com;Biblioteca Pública Municipal
2019;Bibliotecas dependientes del Ayuntamiento de Cañizares;826;1600991-6620;BIBLIOTECA PÚBLICA MUNICIPAL DE CAÑIZARES;Plaza de Santiago,1;16891;Cañizares;Cuenca;969313009;biblio_canizares@hotmail.com;Biblioteca Pública Municipal
2019;Bibliotecas dependientes del Ayuntamiento de Cañizares;827;1600991-1247;BIBLIOTECA PÚBLICA MUNICIPAL DE PUENTE DE VADILLOS;Ctra Beteta, s/n ;16892;Cañizares;Cuenca;969313172;biblio_canizares@hotmail.com;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Carboneras de Guadazaón;303;1600678-3973;BIBLIOTECA PÚBLICA MUNICIPAL DE CARBONERAS DE GUADAZAÓN;La Flor;16350;Carboneras de Guadazaón;Cuenca;969341009;bpmcarboneras@gmail.com;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Cardenete;305;1601368-6447;BIBLIOTECA PÚBLICA MUNICIPAL DE CARDENETE;Calle Nueva,20;16373;Cardenete;Cuenca;675882886;bibliotecardenete@gmail.com;Biblioteca Pública Municipal
2019;Sala de Lectura Pública de Casas de Benítez;306;1600111-3927;BIBLIOTECA PÚBLICA MUNICIPAL DE CASAS DE BENÍTEZ;Rodríguez de La Fuente;16707;Casas de Benítez;Cuenca;969382001;bpm.casasdebenitez@yahoo.es;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Casas de Fernando Alonso;307;1600126-3928;BIBLIOTECA PÚBLICA MUNICIPAL DE CASAS DE FERNANDO ALONSO ;Parque, s/n;16610;Casas de Fernando Alonso;Cuenca;969383013;angelinesrmontero@hotmail.com;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Casas de Haro;755;1601005-3996;BIBLIOTECA PÚBLICA MUNICIPAL DE CASAS DE HARO;Plaza de España, 2;16611;Casas de Haro;Cuenca;969380691;bpmcasasdeharo@yahoo.es;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal Casas de Los Pinos;870;1601355-6446;BIBLIOTECA PÚBLICA MUNICIPAL DE CASAS DE LOS PINOS;Del Parque, 2;16612;Casas de los Pinos;Cuenca;969383203;biblioteca_casaspinos@hotmail.com;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Casasimarro;308;1600132-3929;BIBLIOTECA PÚBLICA MUNICIPAL DE CASASIMARRO ;Parque Angel Rodriguez, s/n;16239;Casasimarro;Cuenca;967487588;casasimarrobiblioteca@gmail.com;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Chillarón de Cuenca;852;1601321-6443;BIBLIOTECA PÚBLICA MUNICIPAL DE CHILLARÓN DE CUENCA;Escuelas, s/n;16190;Chillarón de Cuenca;Cuenca;969273320;bpmespidofreire@yahoo.es;Biblioteca Pública Municipal
2019;Red de Bibliotecas Públicas Muncipales de Cuenca;885;1601033-6983;BIBLIOTECA PÚBLICA MUNICIPAL DE CUENCA ;Aguirre, 2;16002;Cuenca;Cuenca;969240403;biblioteca@cuenca.es;Biblioteca Pública Municipal
2019;Red de Bibliotecas Públicas Muncipales de Cuenca;334;1601033-1201;BIBLIOTECA PÚBLICA MUNICIPAL DE LA FUENTE DEL ORO ;San Damián, s/n;16003;Cuenca;Cuenca;969239004;riodelavida@hotmail.com;Biblioteca Pública Municipal de Barrio
2019;Red de Bibliotecas Públicas Muncipales de Cuenca;893;1601033-1258;BIBLIOTECA PÚBLICA MUNICIPAL DE VILLA ROMÁN ;Avenida de la Música Española, s/n;16004;Cuenca;Cuenca;969234544;bpm.villaroman@hotmail.com;Biblioteca Pública Municipal de Barrio
2019;Biblioteca Pública del Estado en Cuenca;337;1600230-3933;BIBLIOTECA PÚBLICA DEL ESTADO EN CUENCA ;Glorieta González Palencia, 1;16071;Cuenca;Cuenca;969179700;bp.cuenca@jccm.es;Biblioteca Pública del Estado
2019;Dirección Provincial de la Consejería de Educación, Cultura y Deporte en Cuenca. Sección del Libro, Archivos y BibliotecasDelegación de Educación, Ciencia y Cultura en Cuenca. Sección del Libro, Archivos y Bibliotecas;544;1601356-7043;BIBLIOBÚS DE CUENCA I;González Palencia, 2;16071;Cuenca;Cuenca;680220953;bibliobuscuenca1@jccm.es;Biblioteca Móvil
2019;Dirección Provincial de la Consejería de Educación, Cultura y Deporte en Cuenca. Sección del Libro, Archivos y BibliotecasDelegación de Educación, Ciencia y Cultura en Cuenca. Sección del Libro, Archivos y Bibliotecas;908;1601356-7044;BIBLIOBÚS DE CUENCA II;González Palencia, 2;16071;Cuenca;Cuenca;648224152;bibliobuscuenca2@jccm.es;Biblioteca Móvil
2019;Biblioteca Pública Municipal de Enguídanos;350;NN8489-10441 ;BIBLIOTECA PÚBLICA MUNICIPAL DE ENGUÍDANOS;Leonardo Luján, 2;16372;Enguídanos;Cuenca;969344935;bibliotecaenguidanos@gmail.com;Biblioteca Pública Municipal
2019;Sala de Pública Pública de La Frontera;756;1600697-3975;BIBLIOTECA PÚBLICA DE LA FRONTERA;Lavadero, 11;16144;Frontera (La);Cuenca;969310959;bibliofrontera@hotmail.com;Biblioteca Pública Municipal
2019;Sala de Lectura Pública de Fuente de Pedro Naharro;351;1600283-3935;BIBLIOTECA PÚBLICA MUNICIPAL DE FUENTE DE PEDRO NAHARRO;Honorio Ruiz, 9;16411;Fuente de Pedro Naharro;Cuenca;969125297;biblioteca@fuentedepedronaharro.es;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Fuentes;873;1601342-6445;BIBLIOTECA PÚBLICA MUNICIPAL DE FUENTES;Castelar, 3;16193;Fuentes;Cuenca;969257022;bpm.fuentes@hotmail.com;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Graja de Iniesta;854;1601316-6442;BIBLIOTECA PÚBLICA MUNICIPAL DE GRAJA DE INIESTA;La Iglesia, 26;16251;Graja de Iniesta;Cuenca;962312419;grajadeiniesta.secretaria@dipucuenca.es;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de El Herrumblar;353;1600296-3936;BIBLIOTECA PÚBLICA MUNICIPAL DE EL HERRUMBLAR;Cuenca, 73;16290;Herrumblar (El);Cuenca;962313100;biblioherrum@hotmail.com;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Los Hinojosos;355;1600300-3937;BIBLIOTECA PÚBLICA MUNICIPAL DE LOS HINOJOSOS;Plaza del Alcalde Adolfo Heras, 1;16417;Hinojosos (Los);Cuenca;969129740;bibliohinojosos@yahoo.es;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Honrubia;356;1600317-3938;BIBLIOTECA PÚBLICA MUNICIPAL DE HONRUBIA;Av/ de España, 40;16730;Honrubia;Cuenca;969292048;bpmhonrubia@gmail.com;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Horcajo de Santiago;357;1600322-3939;BIBLIOTECA PÚBLICA MUNICIPAL DE HORCAJO DE SANTIAGO;Huertas, 23;16410;Horcajo de Santiago;Cuenca;969127655;bibliotecahorcajo@hotmail.es;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Huete;358;1600338-3940;BIBLIOTECA PÚBLICA MUNICIPAL DE HUETE ;Plaza de la Merced, 1;16500;Huete;Cuenca;969371005;bphuete@gmail.com;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Iniesta;359;1600343-3941;BIBLIOTECA PÚBLICA MUNICIPAL DE INIESTA;Alarcón, 2;16235;Iniesta;Cuenca;967490427;bpm.iniesta@hotmail.com;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Landete;360;1600356-3942;BIBLIOTECA PÚBLICA MUNICIPAL DE LANDETE ;Matias Valero, 8;16330;Landete;Cuenca;969368013;bfdc.landete@gmail.com;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Ledaña;361;1601048-3999;BIBLIOTECA PÚBLICA MUNICIPAL DE LEDAÑA;Princesa, 1;16237;Ledaña;Cuenca;967492240;biblio.ledana@gmail.com;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Las Majadas;759;1601064-4001;BIBLIOTECA PÚBLICA MUNICIPAL DE LAS MAJADAS;Atanasio Lasso, 12;16142;Majadas (Las);Cuenca;969283102;majadas.capi@jccm.es;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Las Mesas;362;1600375-3943;BIBLIOTECA PÚBLICA MUNICIPAL DE LAS MESAS;Escuelas, 2;16650;Mesas (Las);Cuenca;673234334;bibliotecalasmesas@gmail.com;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Minglanilla;363;1600381-3944;BIBLIOTECA PÚBLICA MUNICIPAL DE MINGLANILLA;Plaza del Salero, 5;16260;Minglanilla;Cuenca;962187134;biblioteca@minglanilla.es;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Mira;364;1600394-3945;BIBLIOTECA PÚBLICA MUNICIPAL DE MIRA;Obispo Sangüesa, s/n;16393;Mira;Cuenca;969340919;biblioteca_mira@hotmail.com;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Montalbo;365;1600855-3985;"BIBLIOTECA PÚBLICA MUNICIPAL DE MONTALBO ""ANTONIO ESCAMILLA CID""";Glorieta de la Iglesia, 4;16440;Montalbo;Cuenca;969130194;bibliomontalbo@gmail.com;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Mota del Cuervo;366;1600408-3946;BIBLIOTECA PÚBLICA MUNICIPAL DE MOTA DEL CUERVO ;Escuelas, 1;16630;Mota del Cuervo;Cuenca;967182005;bpm-mcuervo@local.jccm.es;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Motilla del Palancar;368;1600415-3947;BIBLIOTECA PÚBLICA MUNICIPAL DE MOTILLA DEL PALANCAR;Cristobal Colón, 1;16200;Motilla del Palancar;Cuenca;969180127;biblioteca@motilla.com;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Osa de La Vega;371;1600809-3980;BIBLIOTECA PÚBLICA MUNICIPAL DE OSA DE LA VEGA;Iglesia, 1;16423;Osa de la Vega;Cuenca;969122905;biblioosa@yahoo.es;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Palomares del Campo;372;1601373-11197;BIBLIOTECA PÚBLICA MUNICIPAL DE PALOMARES DEL CAMPO;Cristo de la Paz, 7;16160;Palomares del Campo;Cuenca;969277826;bpmpalomares@hotmail.com;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de El Pedernoso;373;1600436-3949;BIBLIOTECA PÚBLICA MUNICIPAL DE EL PEDERNOSO;Constitución, s/n;16638;Pedernoso (El);Cuenca;967164182;biblioteca@ayuntamientoelpedernoso.es;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Las Pedroñeras;374;1600441-3950;BIBLIOTECA PÚBLICA MUNICIPAL DE LAS PEDROÑERAS;Pelayo, 4;16660;Pedroñeras (Las);Cuenca;967161229;bibliotecapedroneras@telefonica.net;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de El Peral;375;1600821-3982;BIBLIOTECA PÚBLICA MUNICIPAL DE EL PERAL ;San Isidro, 4;16240;Peral (El);Cuenca;969339585;bp_doncrescencio@hotmail.com;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de El Picazo;874;1601374-6448;BIBLIOTECA PÚBLICA MUNICIPAL DE EL PICAZO;Molino, 23;16211;Picazo (El);Cuenca;658510916;bibliotecapicazo@hotmail.com;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Pozorrubielos de La Mancha;376;1601110-4003;BIBLIOTECA PÚBLICA MUNICIPAL DE POZORRUBIELOS DE LA MANCHA;Plaza Mayor, 5;16212;Pozorrubielos de la Mancha;Cuenca;969330067;bpm.pozorrubielos@gmail.com;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Pozorrubio de Santiago;377;1600454-3951;BIBLIOTECA PÚBLICA MUNICIPAL DE POZORRUBIO DE SANTIAGO;Monte, 16;16414;Pozorrubio de Santiago;Cuenca;969127675;bpmpozorrubio@yahoo.es;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Priego;378;1600467-3952;BIBLIOTECA PÚBLICA MUNICIPAL DE PRIEGO;Ángela López de la Llana,;16800;Priego;Cuenca;969311001;bibliotecapriego@yahoo.es;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de El Provencio;379;1600473-3953;BIBLIOTECA PÚBLICA MUNICIPAL DE EL PROVENCIO;Avda. de la Libertad, 13;16670;Provencio (El);Cuenca;967165708;bibliotecaelprovencio@hotmail.com;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Puebla de Almenara;890;1601070-6281;BIBLIOTECA PÚBLICA MUNICIPAL DE PUEBLA DE ALMENARA;Mayor, 23;16421;Puebla de Almenara;Cuenca;969131285;bpmpuebladealmenara@hotmail.com;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Quintanar del Rey;380;1600489-3954;BIBLIOTECA PÚBLICA MUNICIPAL DE QUINTANAR DEL REY;Cura, 22, 1º;16220;Quintanar del Rey;Cuenca;967496514;biblioquin@gmail.com;Biblioteca Pública Municipal
2019;Sala de Lectura Pública de Saelices;382;1600492-3955;BIBLIOTECA PÚBLICA MUNICIPAL DE SAELICES;Plaza Pública, 1;16430;Saelices;Cuenca;969132128;bpmsaelices@yahoo.es;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de San Clemente;384;1600505-3956;BIBLIOTECA PÚBLICA MUNICIPAL;Plaza Mayor, 12;16600;San Clemente;Cuenca;969300003;biblioteca@sanclemente.es;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de San Lorenzo de La Parrilla;385;1600512-3957;BIBLIOTECA PÚBLICA MUNICIPAL DE SAN LORENZO DE LA PARRILLA;Damas ;16770;San Lorenzo de la Parrilla;Cuenca;969296925;biblioparrilla@gmail.com;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Santa Cruz de Moya;764;1601159-6282;BIBLIOTECA PÚBLICA MUNICIPAL DE SANTA CRUZ DE MOYA;Plaza Mayor, 1;16336;Santa Cruz de Moya;Cuenca;617333506;bibliostacruzdemoya@hotmail.com;Biblioteca Pública Municipal
2019;Sala de Lectura Pública de Santa María de los Llanos;386;1600527-3958;BIBLIOTECA PÚBLICA MUNICIPAL DE SANTA MARÍA DE LOS LLANOS;Carreterilla, 53;16639;Santa María de los Llanos;Cuenca;969137276;biblioteca_santamaria@hotmail.com;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Santa María del Campo Rus;387;1600874-3987;BIBLIOTECA PÚBLICA MUNICIPAL DE SANTA MARÍA DEL CAMPO RUS;Plaza de Carlos Patiño, 1;16621;Santa María del Campo Rus;Cuenca;969196047;PALMIRAhm3@hotmail.com;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal Herminio Sanz (Sisante);388;1600533-3959;BIBLIOTECA PÚBLICA MUNICIPAL DE SISANTE ;Juan Carlos I, 1;16700;Sisante;Cuenca;969387542;biblioteca@sisante.net;Biblioteca Pública Municipal
2019;Bibliotecas dependientes del Ayuntamiento de Sotorribas;766;1601162-1259;BIBLIOTECA PÚBLICA MUNICIPAL DE RIBAGORDA;Cuenca;16143;Sotorribas;Cuenca;969288982;bpmsotos@yahoo.es;Biblioteca Pública Municipal
2019;Bibliotecas dependientes del Ayuntamiento de Sotorribas;765;1601162-6621;BIBLIOTECA PÚBLICA MUNICIPAL DE SOTOS;Herreros, 9;16143;Sotorribas;Cuenca;969288982;bpmsotos@yahoo.es;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Talayuelas;389;1600548-3960;BIBLIOTECA PÚBLICA MUNICIPAL DE TALAYUELAS;Obispo Almonacid, 9;16320;Talayuelas;Cuenca;969363280;bpmtalayuelas@gmail.com;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Tarancón;390;1600551-3961;BIBLIOTECA PÚBLICA MUNICIPAL DE TARANCÓN ;San Isidro, s/n;16400;Tarancón;Cuenca;969322446;biblioteca_luisrius@tarancon.es;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Tébar;829;1600723-3977;BIBLIOTECA PÚBLICA MUNICIPAL DE TÉBAR;Escuelas, s/n;16710;Tébar;Cuenca;969381076;bibliotecatebar@gmail.com;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Torrubia del Campo;392;1601184-4008;BIBLIOTECA PÚBLICA MUNICIPAL DE TORRUBIA DEL CAMPO;Cara de Dios, s/n;16413;Torrubia del Campo;Cuenca;969134082;maricarmendelicado@yahoo.es;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Tragacete;393;1600564-3962;BIBLIOTECA PÚBLICA MUNICIPAL DE TRAGACETE;Santisima Trinidad, 9;16150;Tragacete;Cuenca;969289230;bibliotragacete@hotmail.com;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Uclés;842;1601295-6440;BIBLIOTECA PÚBLICA MUNICIPAL DE UCLÉS;Trinidad, 13;16452;Uclés;Cuenca;969136062;biblioteca@ucles.es;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Las Valeras;394;1600739-3978;BIBLIOTECA PÚBLICA MUNICIPAL DE LAS VALERAS;Samuel Baltes, 2;16120;Valeras (Las);Cuenca;969208001;bpmvaleradeabajo@outlook.com;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Valverde de Júcar;395;1600744-3979;BIBLIOTECA PÚBLICA MUNICIPAL DE VALVERDE DE JÚCAR;Señoras De Urionagoena, s/n;16100;Valverde de Júcar;Cuenca;969200441;biblioteca@valverdedejucar.net;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Vara de Rey;396;1600570-3963;BIBLIOTECA PÚBLICA MUNICIPAL DE VARA DE REY;San José, 4;16709;Vara de Rey;Cuenca;969385287;bpleondearroyal@hotmail.com;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Villaconejos de Trabaque;841;1600224-3932;BIBLIOTECA PÚBLICA MUNICIPAL DE VILLACONEJOS DE TRABAQUE;Plaza Prado, 1;16860;Villaconejos de Trabaque;Cuenca;969315686;bibliovillaconejos@gmail.com;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Villaescusa de Haro;767;1601201-4010;BIBLIOTECA PÚBLICA MUNICIPAL DE VILLAESCUSA DE HARO;Plaza San Pedro, 1;16647;Villaescusa de Haro;Cuenca;967168566;bibliovillaescusadeharo@hotmail.com;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Villagarcía del Llano;398;1600816-3981;BIBLIOTECA PÚBLICA MUNICIPAL DE VILLAGARCÍA DEL LLANO;Jose Antonio, 8;16236;Villagarcía del Llano;Cuenca;651388033;Isabelbibli12@hotmail.com;Biblioteca Pública Municipal
2019;Sala de Lectura Pública de Villalba de La Sierra;399;1601239-4012;BIBLIOTECA PÚBLICA MUNICIPAL DE VILLALBA DE LA SIERRA;Cerro Carrascosa, 1;16140;Villalba de la Sierra;Cuenca;969281170;bibliotecavillalba@soluip.com;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Villalpardo;401;1600599-3965;BIBLIOTECA PÚBLICA MUNICIPAL DE VILLALPARDO;San Isidro, 5;16270;Villalpardo;Cuenca;962311302;biblioteca.villalpardo@hotmail.com;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Villamayor de Santiago;402;1600603-3966;BIBLIOTECA PÚBLICA MUNICIPAL DE VILLAMAYOR DE SANTIAGO;Olímpica, 3;16415;Villamayor de Santiago;Cuenca;969139915;biblioteca@villamayordesantiago.es;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Villanueva de la Jara;403;1600610-3967;BIBLIOTECA PÚBLICA MUNICIPAL DE VILLANUEVA DE LA JARA;José María Galiano, 19;16230;Villanueva de la Jara;Cuenca;967498198;bibliojara@gmail.com;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Villar de Olalla;769;1601260-4015;BIBLIOTECA PÚBLICA MUNICIPAL DE VILLAR DE OLALLA;La Plaza, 1;16196;Villar de Olalla;Cuenca;969261405;bpmvillarolalla@gmail.com;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Villarejo de Fuentes;405;1600625-3968;BIBLIOTECA PÚBLICA MUNICIPAL DE VILLAREJO DE FUENTES ;Constantino Alhambra, 29, Bajo;16432;Villarejo de Fuentes;Cuenca;969131786;villarejo.biblioteca@gmail.com;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Villares del Saz;407;1600631-3969;BIBLIOTECA PÚBLICA MUNICIPAL DE VILLARES DEL SAZ  ;Pilar, s/n;16442;Villares del Saz;Cuenca;969298339;bpmvillares@hotmail.com;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Villarta;408;1600646-3970;BIBLIOTECA PÚBLICA MUNICIPAL DE VILLARTA;Colón, 18;16280;Villarta;Cuenca;678541236;bibliotecavillarta@hotmail.com;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Albalate de Zorita;770;1900705-6458;BIBLIOTECA PÚBLICA MUNICIPAL DE ALBALATE DE ZORITA;La Fuente, 40;19117;Albalate de Zorita;Guadalajara;949376571;albateca1@yahoo.es;Biblioteca Pública Municipal
2019;Biblioteca Municipal de Albares;932;NN8496-10445;BIBLIOTECA PÚBLICA MUNICIPAL DE ALBARES;Plaza de la Iglesia, 1;19112;Albares;Guadalajara;949380870;bibliotecapm_albares@hotmail.com;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Alcoroches;900;NN8491-10198;BIBLIOTECA PÚBLICA MUNICIPAL DE ALCOROCHES;Avda. Reina Mª Cristina, 24;19310;Alcoroches;Guadalajara;949836337;biblioalcoroches@hotmail.com;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Almonacid de Zorita;411;1900022-4145;BIBLIOTECA PÚBLICA MUNICIPAL DE ALMONACID DE ZORITA;Pósito, 2;19118;Almonacid de Zorita;Guadalajara;949376201;biblioalmo1@yahoo.es;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Alovera;412;1900629-4165;BIBLIOTECA PÚBLICA MUNICIPAL DE ALOVERA;Avenida Virgen del Carmen, s/n;19208;Alovera;Guadalajara;949270590;biblioteca@aytoalovera.es;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Alustante;797;1900555-4163;BIBLIOTECA PÚBLICA MUNICIPAL DE ALUSTANTE;Iglesia, 1;19320;Alustante;Guadalajara;978714144;bibliotecadealustante@gmail.com;Biblioteca Pública Municipal
2019;Biblioteca Municipal Almudena Grandes (Azuqueca de Henares);415;1900056-4146;BIBLIOTECA PÚBLICA MUNICIPAL DE AZUQUECA DE HENARES;Avda. Francisco Vives, 3;19200;Azuqueca de Henares;Guadalajara;949348467;biblioteca@azuqueca.net;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Berninches;835;1900635-4166;BIBLIOTECA PÚBLICA MUNICIPAL DE BERNINCHES;Plaza Mayor, 1;19133;Berninches;Guadalajara;949284080;bibliofuentelencina@hotmail.com;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Brihuega;417;1900075-4147;BIBLIOTECA PÚBLICA MUNICIPAL DE BRIHUEGA;Margarita de Pedroso, 14;19400;Brihuega;Guadalajara;949280494;bibliotecabrihuega@hotmail.com;Biblioteca Pública Municipal
2019;Sala de Lectura Pública de Budia;867;1900537-6454;BIBLIOTECA PÚBLICA MUNICIPAL DE BUDIA;Eras del lagar, 1;19133;Budia;Guadalajara;949283401;juankzo@yahoo.com;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Cabanillas del Campo;771;1900831-4169;BIBLIOTECA PÚBLICA MUNICIPAL DE CABANILLAS DEL CAMPO;Calle Cuzco, 3;19171;Cabanillas del Campo;Guadalajara;949337601;dbiblio@aytocabanillas.org;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal El Casar;419;1900081-4148;BIBLIOTECA PÚBLICA MUNICIPAL DE EL CASAR;Avda. de los Maestros, 2;19170;Casar (El);Guadalajara;949336545;biblioteca@ayuntamientoelcasar.es;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Chiloeches;798;1900115-4151;BIBLIOTECA PÚBLICA MUNICIPAL DE CHILOECHES;Reajal, 5;19160;Chiloeches;Guadalajara;949271713;biblioteca_chiloeches@hotmail.com;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Cifuentes;421;1900094-4149;BIBLIOTECA PÚBLICA MUNICIPAL DE CIFUENTES;Plaza San Francisco, s/n;19420;Cifuentes;Guadalajara;949811048;biblioteca@cifuentes.es;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Gárgoles de Abajo;811;1900748-6460;BIBLIOTECA PÚBLICA MUNICIPAL DE GARGOLES DE ABAJO;Plaza Juan Béjar, 1 (Gárgoles de Abajo);19459;Cifuentes;Guadalajara;949817860;cifuentesgargolesabajo.capi@jccm.es;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Cogolludo;423;1900108-4150;BIBLIOTECA PÚBLICA MUNICIPAL DE COGOLLUDO;San Francisco s/n;19230;Cogolludo;Guadalajara;949855228;perugil@yahoo.es;Biblioteca Pública Municipal
2019;Sala de Lectura Pública de Durón;868;1900402-6450;BIBLIOTECA PÚBLICA MUNICIPAL DE DURÓN;Molino, 2;19143;Durón;Guadalajara;949283564;duron@local.jccm.es;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Espinosa de Henares;886;1900017-6276;BIBLIOTECA PÚBLICA MUNICIPAL DE ESPINOSA DE HENARES;Plaza de España, 1;19292;Espinosa de Henares;Guadalajara;949858801;biblioespinosa@hotmail.es;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Fontanar;800;1900574-4164;BIBLIOTECA PÚBLICA MUNICIPAL DE FONTANAR;Antonio Machado s/n;19290;Fontanar;Guadalajara;949331535;biblioteca@aytofontanar.es;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Fuentelencina;836;1900120-6277;BIBLIOTECA PÚBLICA MUNICIPAL DE FUENTELENCINA;Plaza Mayor, s/n;19144;Fuentelencina;Guadalajara;949284201;bibliofuentelencina@hotmail.com;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Fuentenovilla;862;1900430-6451;BIBLIOTECA PÚBLICA MUNICIPAL;Plaza Mayor, 1;19113;Fuentenovilla;Guadalajara;949389708;fuentenovillabiblioteca@gmail.com;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Galápagos;817;1900691-6457;BIBLIOTECA PÚBLICA MUNICIPAL DE GALÁPAGOS;Calle del Olmo, s/n;19174;Galápagos;Guadalajara;949318084;biblioteca@galapagos.es;Biblioteca Pública Municipal
