ID-ACTIVIDAD,TITULO,ACTIVIDAD-URI,PRECIO,DIAS,FECHA,DESCRIPCION,INFORMACION-ACTIVIDAD,INFORMACION-UBICACION,UBICACION,UBICACION-URI,DIRECCION,DISTRITO,BARRIO,C.P,LATITUD,LONGITUD,TIPOACTIVIDAD
11200035,Instrucciones para mejorar la vida,Instrucciones para mejorar la vida,20,"J,V,S,D",12/11/2020 - 15/11/2020,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=10c735f31bd23710VgnVCM1000001d4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=4582ee06ea5ee310VgnVCM2000000c205a0aRCRD,Matadero Madrid,Matadero Madrid,"Paseo Chopera, 14. 28045, Madrid",Arganzuela,Chopera,28045,40.39241374953321,-3.697247685884226,danza
11217903,Israel Fernández y Diego Del Morao,Israel Fernández y Diego Del Morao,,,08/12/2020,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=690faf506b764710VgnVCM2000001f4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ba663d0b5e71c010VgnVCM1000000b205a0aRCRD,Fernán Gómez Centro Cultural de la Villa,Fernán Gómez Centro Cultural de la Villa,"Plaza Colon, 4. 28001, Madrid",Salamanca,Recoletos,28001,40.424926347610764,-3.6899208519663427,cultura
11232964,Javier Andreu de la Frontera,Javier Andreu de la Frontera,,,29/10/2020 19:00,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=b7a499cc9f3c4710VgnVCM2000001f4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=068e598d1351c010VgnVCM1000000b205a0aRCRD,Biblioteca Pública Municipal Buenavista ,Biblioteca Pública Municipal - Buenavista,"Avenida Toreros, 5. 28028, Madrid",Salamanca,Guindalera,28028,40.43200210571468,-3.6709293330780204,música
11217725,Javier Moreno &amp; Quinteto Capital,Javier Moreno &amp; Quinteto Capital,,,27/11/2020 20:30,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=97ec945892954710VgnVCM1000001d4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=64463d0b5e71c010VgnVCM1000000b205a0aRCRD,Centro Cultural Conde Duque,Centro Cultural Conde Duque,"Calle Conde Duque, 11. 28015, Madrid",Centro,Universidad,28015,40.42802889001877,-3.710182353581842,cultura
11217906,Joana Serrat,Joana Serrat,,,11/12/2020,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=2b6faf506b764710VgnVCM2000001f4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ba663d0b5e71c010VgnVCM1000000b205a0aRCRD,Fernán Gómez Centro Cultural de la Villa,Fernán Gómez Centro Cultural de la Villa,"Plaza Colon, 4. 28001, Madrid",Salamanca,Recoletos,28001,40.424926347610764,-3.6899208519663427,cultura
11234900,"Jordi Sabatés presenta... 'Nosferatu, el vampiro'","Jordi Sabatés presenta... 'Nosferatu, el vampiro'",,,31/10/2020 12:30,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=240536a86e3d4710VgnVCM2000001f4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=80ddc8acadd56610VgnVCM2000001f4a900aRCRD,Parque Quinta de los Molinos,Parque Quinta de los Molinos,"Calle Juan Ignacio Luca De Tena, 20. 28027, Madrid",San Blas-canillejas,El Salvador,28027,40.44774002225867,-3.6292874542291638,Arte audiovisual
11232979,José Luis Tellería Sopeña,José Luis Tellería Sopeña,0,"L,M,X,J,V,S,D",16/10/2020 - 31/10/2020,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=706599cc9f3c4710VgnVCM2000001f4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=068e598d1351c010VgnVCM1000000b205a0aRCRD,Biblioteca Pública Municipal Buenavista ,Biblioteca Pública Municipal - Buenavista,"Avenida Toreros, 5. 28028, Madrid",Salamanca,Guindalera,28028,40.43200210571468,-3.6709293330780204,exposición
11200032,Juana Inés,Juana Inés,20,"X,J,V,S",11/11/2020 - 14/11/2020,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=48a735f31bd23710VgnVCM1000001d4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=4582ee06ea5ee310VgnVCM2000000c205a0aRCRD,Matadero Madrid,Matadero Madrid,"Paseo Chopera, 14. 28045, Madrid",Arganzuela,Chopera,28045,40.39241374953321,-3.697247685884226,danza
11234743,Juegos de movimiento 1,Juegos de movimiento 1,,,19/12/2020 12:00,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=7e8b36a86e3d4710VgnVCM2000001f4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=80ddc8acadd56610VgnVCM2000001f4a900aRCRD,Parque Quinta de los Molinos,Parque Quinta de los Molinos,"Calle Juan Ignacio Luca De Tena, 20. 28027, Madrid",San Blas-canillejas,El Salvador,28027,40.44774002225867,-3.6292874542291638,danza
11234741,Juegos de movimiento 1,Juegos de movimiento 1,,,08/11/2020 12:00,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=4a7b36a86e3d4710VgnVCM2000001f4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=80ddc8acadd56610VgnVCM2000001f4a900aRCRD,Parque Quinta de los Molinos,Parque Quinta de los Molinos,"Calle Juan Ignacio Luca De Tena, 20. 28027, Madrid",San Blas-canillejas,El Salvador,28027,40.44774002225867,-3.6292874542291638,danza
11234626,Juegos de movimiento 2,Juegos de movimiento 2,,,08/11/2020 18:00,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=099115493c3d4710VgnVCM2000001f4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=80ddc8acadd56610VgnVCM2000001f4a900aRCRD,Parque Quinta de los Molinos,Parque Quinta de los Molinos,"Calle Juan Ignacio Luca De Tena, 20. 28027, Madrid",San Blas-canillejas,El Salvador,28027,40.44774002225867,-3.6292874542291638,danza
11234628,Juegos de movimiento 2,Juegos de movimiento 2,,,19/12/2020 18:00,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=08c115493c3d4710VgnVCM2000001f4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=80ddc8acadd56610VgnVCM2000001f4a900aRCRD,Parque Quinta de los Molinos,Parque Quinta de los Molinos,"Calle Juan Ignacio Luca De Tena, 20. 28027, Madrid",San Blas-canillejas,El Salvador,28027,40.44774002225867,-3.6292874542291638,danza
11205851,Juguetoría,Juguetoría,,"L,X",01/09/2020 - 31/12/2020,Charlas Juguetoría,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=87ab056583083710VgnVCM1000001d4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=79f59dacff4d7110VgnVCM1000000b205a0aRCRD,Medialab Prado,Medialab-Prado,"Calle Alameda, 15. 28014, Madrid",Centro,Cortes,28014,40.410560776119,-3.6937931079230744,conferencia
11204986,Julián Maeso Organ Trío,Julián Maeso Organ Trío,"16,5",,07/11/2020,"Maeso es además de multiinstrumentista, uno de los mejores especialistas en órgano Hammond de nuestro país y gracias a esa maestría en particular ha girado con artistas como M-Clan o Quique González.  Grandes divas del soul como Irma Thomas, Betty Harris o Martha High también lo han reclamado como teclista, aunque la nómina de sus colaboraciones incluye a artistas como Pájaro, Ken Stringfellow, Taylox McFerrin o The New Master Sounds. La oportunidad de telonear a músicos de la talla de Jakob Dylan, Paul Weller, The James Taylor Quartet, Maceo Parker o Neneh Cherry le ha permitido ensanchar su indiscutible oficio.La otra gran característica de este artista nacido y forjado en Toledo reside en su apasionado conocimiento de los distintos géneros que confluyen en el rock. Y de ahí surge el salto del Maeso instrumentista al Maeso compositor, un salto que dio en 2012 cuando publicó Dreams are gone, su debut en solitario. Brotaban ahí los pilares de su carrera, entre ecos de The Band, Cream, alt country, blues-rock, soul, Bob Dylan, Van Morrison o Crosby, Stills, Nash &amp;amp; Young?",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=3651cc4bf4173710VgnVCM1000001d4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ba663d0b5e71c010VgnVCM1000000b205a0aRCRD,Fernán Gómez Centro Cultural de la Villa,Fernán Gómez Centro Cultural de la Villa,"Plaza Colon, 4. 28001, Madrid",Salamanca,Recoletos,28001,40.424926347610764,-3.6899208519663427,cultura
11231409,"Julia, ¿Fantasma o soprano?","Julia, ¿Fantasma o soprano?",0,,23/10/2020 19:20,"Julia es una Soprano, que llega a su casa y recuerda momentos claves de su vida, sus amores imposibles, a través de un monólogo teatral, lleno de sentimientos diferentes, que va enlazando con piezas de ópera, zarzuela, lied, canción moderna, poesía. En un momento de la obra aparecerá el Arcángel Miguel, que le dirá si está viva o está muerta. Entenderá el por qué de su existencia, y cuál es la clave de la felicidad.",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=9ec455a042bb4710VgnVCM1000001d4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=57b63d0b5e71c010VgnVCM1000000b205a0aRCRD,Centro Cultural el Madroño,Centro Cultural el Madroño,"Calle Villardondiego, 36. 28032, Madrid",Vicalvaro,Casco H.Vicalvaro,28032,40.405292721436055,-3.6086161200017157,cabaret
11200501,J'attendrai,J'attendrai,,"M,X,J,V,S,D",03/12/2020 - 27/12/2020,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=10c23f7fd5e23710VgnVCM1000001d4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ef686a9ee7336110VgnVCM1000000b205a0aRCRD,Matadero Madrid,Matadero Madrid,"Plaza Legazpi, 8. 28045, Madrid",Arganzuela,Chopera,28045,40.391054868587204,-3.6958072892892155,cultura
11205976,J´ATTENDRAI,J´ATTENDRAI,20,"M,X,J,V,S,D",03/12/2020 - 27/12/2020,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=6373056583083710VgnVCM1000001d4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6d3ce3914381c010VgnVCM1000000b205a0aRCRD,Teatro Español,Teatro Español,"Calle Principe, 25. 28012, Madrid",Centro,Cortes,28012,40.41482868269558,-3.7001663599562105,cultura
11225017,Kae Tempest,Kae Tempest,,,17/10/2020 20:30,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=4ef267ff644b4710VgnVCM1000001d4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=64463d0b5e71c010VgnVCM1000000b205a0aRCRD,Centro Cultural Conde Duque,Centro Cultural Conde Duque,"Calle Conde Duque, 11. 28015, Madrid",Centro,Universidad,28015,40.42802889001877,-3.710182353581842,conferencia
11216374,La agenda de las mujeres y el empleo. Sesión: autocuidados en la búsqueda de empleojeres y corresponsabilidad,La agenda de las mujeres y el empleo. Sesión: autocuidados en la búsqueda de empleojeres y corresponsabilidad,0,,30/09/2020 11:00,"Reflexionaremos sobre los tiempos de las mujeres, la corresponsabilidad y los autocuidados y cómo todo esto afecta al desarrollo profesional. Incorporaremos a nuestra agenda la búsqueda de empleo de una forma sana y motivadora.  Taller virtual dirigido a mujeres. Necesaria inscripción previa a través de correo o el teléfono del Espacio.",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=2321b6e17ad44710VgnVCM1000001d4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a3ab855a64315610VgnVCM2000001f4a900aRCRD,Espacio de Igualdad Carme Chacón,Espacio de Igualdad Carme Chacón,"Calle Matapozuelos, 2. 28043, Madrid",Hortaleza,Canillas,28043,40.46155641637237,-3.6501714580414126,taller
11216366,La agenda de las mujeres y el empleo. Sesión: La agenda,La agenda de las mujeres y el empleo. Sesión: La agenda,0,,15/10/2020 11:30,Incorporaremos a nuestra agenda la búsqueda de empleo de una forma sana y motivadora.  Taller virtual dirigido a mujeres. Necesaria inscripción previa a través de correo o el teléfono del Espacio.,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=5affb6e17ad44710VgnVCM1000001d4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a3ab855a64315610VgnVCM2000001f4a900aRCRD,Espacio de Igualdad Carme Chacón,Espacio de Igualdad Carme Chacón,"Calle Matapozuelos, 2. 28043, Madrid",Hortaleza,Canillas,28043,40.46155641637237,-3.6501714580414126,taller
11216369,La agenda de las mujeres y el empleo. Sesión: la gestión del tiempo de las mujeres y corresponsabilidad,La agenda de las mujeres y el empleo. Sesión: la gestión del tiempo de las mujeres y corresponsabilidad,0,,29/09/2020 11:00,"Reflexionaremos sobre los tiempos de las mujeres, la corresponsabilidad y los autocuidados y cómo todo esto afecta al desarrollo profesional. Incorporaremos a nuestra agenda la búsqueda de empleo de una forma sana y motivadora.  Taller virtual dirigido a mujeres. Necesaria inscripción previa a través de correo o el teléfono del Espacio.",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=3660b6e17ad44710VgnVCM1000001d4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a3ab855a64315610VgnVCM2000001f4a900aRCRD,Espacio de Igualdad Carme Chacón,Espacio de Igualdad Carme Chacón,"Calle Matapozuelos, 2. 28043, Madrid",Hortaleza,Canillas,28043,40.46155641637237,-3.6501714580414126,taller
11208226,La agonía de la voz,La agonía de la voz,,,24/11/2020 19:30,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=2c831c7c7e1b3710VgnVCM2000001f4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=5ff519cd7bcee210VgnVCM1000000b205a0aRCRD,CentroCentro,CentroCentro,"Plaza Cibeles, 1. 28014, Madrid",Retiro,Los Jeronimos,28014,40.419011767401095,-3.692206111679657,cultura
11233630,La casa del abuelo,La casa del abuelo,,"L,M,X,J,V,S,D",28/11/2020 - 29/11/2020,Sábado: 18 horas / Domingo: 12 horas,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=a3506d870f4c4710VgnVCM1000001d4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=80ddc8acadd56610VgnVCM2000001f4a900aRCRD,Parque Quinta de los Molinos,Parque Quinta de los Molinos,"Calle Juan Ignacio Luca De Tena, 20. 28027, Madrid",San Blas-canillejas,El Salvador,28027,40.44774002225867,-3.6292874542291638,teatro
11206677,LA CASA EMAK BAKIA,LA CASA EMAK BAKIA,,"L,M,X,J,V,S,D",27/09/2020 - 01/10/2020,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=444242953d493710VgnVCM1000001d4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2dbd1fe44c5ee310VgnVCM2000000c205a0aRCRD,Cineteca Madrid,Matadero Madrid,"Plaza Legazpi, 8. 28045, Madrid",Arganzuela,Chopera,28045,40.391053041229135,-3.6958079719260075,cultura
11224924,La chica que soñaba,La chica que soñaba,12,"J,V,S,D",29/10/2020 - 01/11/2020,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=14bf67ff644b4710VgnVCM1000001d4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=64463d0b5e71c010VgnVCM1000000b205a0aRCRD,Centro Cultural Conde Duque,Centro Cultural Conde Duque,"Calle Conde Duque, 11. 28015, Madrid",Centro,Universidad,28015,40.42802889001877,-3.710182353581842,cultura
11220436,La ciudad disponible,La ciudad disponible,0,"L,M,X,J,V,S,D",03/10/2020 - 04/10/2020 12:30,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=e3b4c6e055c74710VgnVCM1000001d4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=784d8c7c0f91f010VgnVCM1000000b205a0aRCRD,Parque de El Retiro,parque del Retiro,"Avenida México, 4. 28009, Madrid",Retiro,Los Jeronimos,28009,40.41878362561595,-3.6866519471003647,teatro
11231537,La estrella coraje,La estrella coraje,0,,03/10/2020 12:00,"Compañía: The Phantom Es un espectáculo teatral infantil donde el prototipo tradicional de princesa de cuento de hadas se trasciende: la protagonista se salva sola. Sí con amigos/as, sí en un mundo diverso que sólo a través del conocimiento del otro se puede salvar. Canciones en directo, títeres, y texto con rimas originales completan un montaje donde los/as niños/as no serán meros espectadores.  Edad recomendada: A partir de  3 años de edad.",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=76eb0552d5fb4710VgnVCM1000001d4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=69188899fc81c010VgnVCM1000000b205a0aRCRD,Centro Cultural Valdebernardo,Centro Cultural Valdebernardo,"Bulevar Indalecio Prieto, 21. 28032, Madrid",Vicalvaro,Casco H.Vicalvaro,28032,40.39982891410407,-3.621281890570377,teatro
11218303,La fuerza de las alianzas,La fuerza de las alianzas,,"L,M,X,J,V,S,D",08/10/2020 - 09/10/2020,La fuerza de las alianzas,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=4f60aa8fa5c64710VgnVCM1000001d4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=64463d0b5e71c010VgnVCM1000000b205a0aRCRD,Centro Cultural Conde Duque,Centro Cultural Conde Duque,"Calle Conde Duque, 11. 28015, Madrid",Centro,Universidad,28015,40.42802889001877,-3.710182353581842,cultura
11224918,La otra escena,La otra escena,15,"J,V,S",15/10/2020 - 18/10/2020,A las 19 horas y 20 horas,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=a18f67ff644b4710VgnVCM1000001d4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=64463d0b5e71c010VgnVCM1000000b205a0aRCRD,Centro Cultural Conde Duque,Centro Cultural Conde Duque,"Calle Conde Duque, 11. 28015, Madrid",Centro,Universidad,28015,40.42802889001877,-3.710182353581842,cultura
11217172,La palabra dibujada,La palabra dibujada,0,"L,M,X,J,D",07/09/2020 - 06/11/2020,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=92ec83bb74354710VgnVCM1000001d4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ef686a9ee7336110VgnVCM1000000b205a0aRCRD,Matadero Madrid,Matadero Madrid,"Plaza Legazpi, 8. 28045, Madrid",Arganzuela,Chopera,28045,40.391054868587204,-3.6958072892892155,cultura
11231407,La pelirroja,La pelirroja,0,,16/10/2020 19:00,"ANA MARÍA PUENTE 'La Pelirroja' Entre las nuevas figuras de la Canción Española, Ana María Puente 'La Pelirroja' tiene todos los méritos para ser la voz por excelencia que define a este género al que aporta: Arte, Elegancia y Talento.",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=b14455a042bb4710VgnVCM1000001d4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=57b63d0b5e71c010VgnVCM1000000b205a0aRCRD,Centro Cultural el Madroño,Centro Cultural el Madroño,"Calle Villardondiego, 36. 28032, Madrid",Vicalvaro,Casco H.Vicalvaro,28032,40.405292721436055,-3.6086161200017157,danza
11218936,La radio de los niños y las niñas de La Ciudad Sin Nombre,La radio de los niños y las niñas de La Ciudad Sin Nombre,,"L,M,X,J,V,S,D",28/09/2020 - 06/11/2020,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=afc3ae370dc64710VgnVCM1000001d4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=5ff519cd7bcee210VgnVCM1000000b205a0aRCRD,CentroCentro,CentroCentro,"Plaza Cibeles, 1. 28014, Madrid",Retiro,Los Jeronimos,28014,40.419011767401095,-3.692206111679657,Arte audiovisual
11225116,La Resistencia Jazz Ensemble,La Resistencia Jazz Ensemble,15,,20/11/2020 20:30,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=0a2667ff644b4710VgnVCM1000001d4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=64463d0b5e71c010VgnVCM1000000b205a0aRCRD,Centro Cultural Conde Duque,Centro Cultural Conde Duque,"Calle Conde Duque, 11. 28015, Madrid",Centro,Universidad,28015,40.42802889001877,-3.710182353581842,cultura
11215460,"La videoteca de atrás: 'Concepción Arenal, la visitadora de cárceles'","La videoteca de atrás: 'Concepción Arenal, la visitadora de cárceles'",0,,05/10/2020 18:00,"El cine como medio de concienciación. Las películas son una gran herramienta que, además de proporcionar momentos de evasión y desconexión de la rutina diaria, favorece el crecimiento emocional individual y colectivo, invita a la reflexión y reta al pensamiento crítico. Compartir experiencias cinematográficas e intercambiar opiniones y pareceres abre todo un mundo de posibilidades.  Este mes te proponemos 'Concepción Arenal, la visitadora de cárceles', dirigida por Laura Mañá. Nos da a conocer la historia de Concepción Arenal, cuando es nombrada visitadora de las cárceles de mujeres y cómo comienza su lucha por conseguir mejoras en las condiciones y derechos de las presas. Se encuentra disponible en rtve.es  Se requiere inscripción previa para el encuentro virtual que tendrá lugar a través de videoconferencia.",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=349cc0848d344710VgnVCM2000001f4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7b6882025c4b2610VgnVCM2000001f4a900aRCRD,Espacio de Igualdad Lucrecia Pérez,Espacio de Igualdad Lucrecia Pérez,"Calle Manresa, 1. 28034, Madrid",Fuencarral-el Pardo,Valverde,28034,40.49120609425076,-3.6916379633219116,taller
11208228,La voz de la conciencia,La voz de la conciencia,,,20/10/2020 19:30,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=e7a31c7c7e1b3710VgnVCM2000001f4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=5ff519cd7bcee210VgnVCM1000000b205a0aRCRD,CentroCentro,CentroCentro,"Plaza Cibeles, 1. 28014, Madrid",Retiro,Los Jeronimos,28014,40.419011767401095,-3.692206111679657,cultura
11234910,Laboratorio fotográfico reciclado,Laboratorio fotográfico reciclado,,,07/11/2020,A las 11 y 17 horas,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=7749a1db434d4710VgnVCM2000001f4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=80ddc8acadd56610VgnVCM2000001f4a900aRCRD,Parque Quinta de los Molinos,Parque Quinta de los Molinos,"Calle Juan Ignacio Luca De Tena, 20. 28027, Madrid",San Blas-canillejas,El Salvador,28027,40.44774002225867,-3.6292874542291638,taller
