Distrito,Subepigrafe,Apartado,Numero_de_archivo,Naturaleza_del_inmueble,Situacion_Destino,Destino,Tamanio_Solar
CARABANCHEL,ZONAS VERDES,PARQUES Y JARDINES,300.529,URBANA,CALLE DE LA PLAZA MAYOR DE SALAMANCA,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,1936
CARABANCHEL,ZONAS VERDES,PARQUES Y JARDINES,300.53,URBANA,CALLE LONJA DE LA SEDA C/V CALLE MURALLAS DE LUGO,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,1643
CARABANCHEL,ZONAS VERDES,PARQUES Y JARDINES,300.531,URBANA,CALLE DE LA LONJA DE LA SEDA Nº 26,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,6995
CARABANCHEL,ZONAS VERDES,PARQUES Y JARDINES,300.532,URBANA,AVENIDA DE LA PESETA Nº 70,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,1164
CARABANCHEL,ZONAS VERDES,PARQUES Y JARDINES,300.533,URBANA,AUTOVÍA M-40 C/V AVDA. DE CARABANCHEL ALTO Nº 180,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,99105
CARABANCHEL,ZONAS VERDES,PARQUES Y JARDINES,300.534,URBANA,CALLE DEL JACOBEO C/V CALLE DEL PARQUE DE DOÑANA,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,540
CARABANCHEL,ZONAS VERDES,PARQUES Y JARDINES,300.535,URBANA,CALLE PAISAJE DE ARANJUEZ C/V CALLE HOSPITAL DE SAN PAU,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,3029
CARABANCHEL,ZONAS VERDES,PARQUES Y JARDINES,300.536,URBANA,CALLE DEL JACOBEO C/V CALLE DEL SITIO DE EL ESCORIAL,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,2020
CARABANCHEL,ZONAS VERDES,PARQUES Y JARDINES,300.537,URBANA,CALLE DEL SITIO DEL ESCORIAL Nº 21,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,1918
CARABANCHEL,ZONAS VERDES,PARQUES Y JARDINES,300.538,URBANA,CALLE DEL JACOBEO C/V CALLE DEL SITIO DEL ESCORIAL,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO,645
CARABANCHEL,ZONAS VERDES,PARQUES Y JARDINES,300.539,URBANA,CALLE DEL JACOBEO C/V C/HOSPITAL S. PAU Y CALLE P. DOÑANA,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,847
CARABANCHEL,ZONAS VERDES,PARQUES Y JARDINES,300.54,URBANA,CALLE DEL JACOBEO C/V CALLE DEL HOSPITAL DE SAN PAU,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,1679
CARABANCHEL,ZONAS VERDES,PARQUES Y JARDINES,300.541,URBANA,CALLE DEL JACOBEO C/V CAMINO DE LAS CRUCES,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,1367
CARABANCHEL,ZONAS VERDES,PARQUES Y JARDINES,300.542,URBANA,CALLE DE LA BLANCA C/V CALLE DEL ARDITE,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,1626
CARABANCHEL,ZONAS VERDES,PARQUES Y JARDINES,300.543,URBANA,CALLE DEL CASTELLANO C/V CALLE DEL CENTÉN,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO,540
CARABANCHEL,ZONAS VERDES,PARQUES Y JARDINES,300.544,URBANA,CALLE DEL DOBLER C/V CALLE DEL DUCADO,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO,540
CARABANCHEL,ZONAS VERDES,PARQUES Y JARDINES,300.545,URBANA,CALLE DEL FLORIN C/V CALLE DEL TREMIS,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO,1890
CARABANCHEL,ZONAS VERDES,PARQUES Y JARDINES,300.546,URBANA,CALLE DEL PRINCIPADO C/V CALLE DEL TRENTIN,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO,540
CARABANCHEL,ZONAS VERDES,PARQUES Y JARDINES,300.547,URBANA,AVENIDA DEL EURO C/V CALLE DEL CIDRO Nº 19,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO,7392
CARABANCHEL,ZONAS VERDES,PARQUES Y JARDINES,300.548,URBANA,CALLE DEL PESO HISPANO Nº 2,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,2505
CARABANCHEL,ZONAS VERDES,PARQUES Y JARDINES,300.549,URBANA,AVENIDA DE LA PESETA Nº 76,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,1289
CARABANCHEL,ZONAS VERDES,PARQUES Y JARDINES,300.55,URBANA,CALLE DEL PESO HISPANO Nº 7,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,5726
CARABANCHEL,ZONAS VERDES,PARQUES Y JARDINES,300.551,URBANA,CALLE DEL DURO Nº 11,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO,11101
CARABANCHEL,ZONAS VERDES,PARQUES Y JARDINES,300.552,URBANA,CALLE VIA LUSITANA Nº 55,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO,7762.88
CARABANCHEL,ZONAS VERDES,PARQUES Y JARDINES,300.553,URBANA,CALLE VÍA LUSITANA Nº 65,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,15033
CARABANCHEL,ZONAS VERDES,PARQUES Y JARDINES,300.554,URBANA,CALLE DE LA DOBLA C/V CALLE DEL PEPIÓN,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO. EN EL INTERIOR DE SU PERÍMETRO SE ENCUENTRAUBICADA UNA ZONA INFANTIL.,1779
CARABANCHEL,ZONAS VERDES,PARQUES Y JARDINES,300.555,URBANA,AVENIDA DEL EURO C/V CALLE VÍA LUSITANA,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO. EN EL INTERIOR DE SU PERÍMETRO SE ENCUENTRAUBICADA UNA CASETA DE JARDINERÍA.,42426
CARABANCHEL,ZONAS VERDES,PARQUES Y JARDINES,300.556,URBANA,AVENIDA DE LOS POBLADOS Nº 120,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO,5503
CARABANCHEL,ZONAS VERDES,PARQUES Y JARDINES,300.557,URBANA,AVENIDA DE LOS POBLADOS Nº 112,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO,3175
CARABANCHEL,ZONAS VERDES,PARQUES Y JARDINES,300.558,URBANA,AVENIDA DE LOS POBLADOS Nº 114,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO,5910
CARABANCHEL,ZONAS VERDES,PARQUES Y JARDINES,300.559,URBANA,AVENIDA DE LOS POBLADOS Nº 116,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO,3645
CARABANCHEL,ZONAS VERDES,PARQUES Y JARDINES,300.56,URBANA,CALLE DE HILARIO HERRANZ ESTABLOS Nº 36,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO,6012
CARABANCHEL,ZONAS VERDES,PARQUES Y JARDINES,300.561,URBANA,AVENIDA DE LOS POBLADOS Nº 122,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO. PARQUE URBANO,26622
CARABANCHEL,ZONAS VERDES,PARQUES Y JARDINES,300.562,URBANA,CALLE DEL HALCONERO DEL REY C/V AV. DE LOS POBLADOS Nº 110,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO. PARQUE URBANO,102641
CARABANCHEL,ZONAS VERDES,PARQUES Y JARDINES,300.563,URBANA,AUTOVÍA M-40 C/V AV.CARABANCHEL ALTO Y CALLE VÍA LUSITANA,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,108784
CARABANCHEL,ZONAS VERDES,PARQUES Y JARDINES,300.564,URBANA,CALLE DE LAS ONCE VIGAS C/V AV. DE LA PESETA,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,41587
CARABANCHEL,ZONAS VERDES,PARQUES Y JARDINES,300.565,URBANA,CALLE DE ILDEFONSO GONZALEZ VALENCIA C/V M-40,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO,224782.97
CARABANCHEL,ZONAS VERDES,PARQUES Y JARDINES,300.566,URBANA,CALLE DE LAS CATORCE OLIVAS Nº 2,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,3328
CARABANCHEL,ZONAS VERDES,PARQUES Y JARDINES,300.567,URBANA,AUTOVÍA M-40 C/V CALLE VIA LUSITANA,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO,62816
CARABANCHEL,ZONAS VERDES,PARQUES Y JARDINES,300.568,URBANA,CALLE DE LA TRESETA C/V CALLE DEL REAL,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO,6574.3
CARABANCHEL,ZONAS VERDES,PARQUES Y JARDINES,300.501,URBANA,PLAZA DE ALMODÓVAR Nº 2,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO,459.68
CARABANCHEL,ZONAS VERDES,PARQUES Y JARDINES,300.502,URBANA,CALLE DEL FAROLILLO Nº 2,ZONA VERDE SOBRE SUELO DOTACIONAL DESTINADO A EQUIPAMIENTOS.,309
CARABANCHEL,ZONAS VERDES,PARQUES Y JARDINES,300.503,URBANA,CALLE DE ANTONIO DE LEYVA Nº 23,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO. FORMA PARTE DEL PARQUE DE COMILLAS.,141
CARABANCHEL,ZONAS VERDES,PARQUES Y JARDINES,300.504,URBANA,CALLE DE TEJARES Nº 3,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,525
CARABANCHEL,ZONAS VERDES,PARQUES Y JARDINES,300.505,URBANA,CAMINO ALTO DE SAN ISIDRO Nº 1-27,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO. AMPLIACION DEL PARQUE DE SAN ISIDRO.,8478.36
CARABANCHEL,ZONAS VERDES,PARQUES Y JARDINES,300.506,URBANA,CALLE DE CARONTE Nº 16,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICA. AMPLIACIÓN PARQUE DE SAN ISIDRO.,1036
CARABANCHEL,ZONAS VERDES,PARQUES Y JARDINES,300.507,URBANA,PASEO DEL QUINCE DE MAYO C/V CALLE DE ANTONIO VICO,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,4165.54
CARABANCHEL,ZONAS VERDES,PARQUES Y JARDINES,300.508,URBANA,CALLE DE ROGER DE LAURIA Nº 1,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO,1533.65
CARABANCHEL,ZONAS VERDES,PARQUES Y JARDINES,300.513,URBANA,CALLE DE CARONTE Nº 14,"NO FIGURA COMO ZONA VERDE EN EL PGOUM-97, AUNQUE SI EN EL REGISTRO.",563.75
CARABANCHEL,ZONAS VERDES,PARQUES Y JARDINES,300.569,URBANA,CALLE DE EL TOBOSO Nº 25,"DOTACIONAL SERVICIO COLECTIVO ZONAS VERDES BÁSICO. ANTIGUA DENOMINACIÓN C/ TOBOSO, 25. CAMBIO DEDENOMINACIÓN POR ACUERDO PLENARIO 21/12/2018.",7586.89
CARABANCHEL,ZONAS VERDES,PARQUES Y JARDINES,300.57,URBANA,CALLE DE EL TOBOSO Nº 41,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,4397.9
CARABANCHEL,ZONAS VERDES,PARQUES Y JARDINES,301.039,URBANA,CALLE DE LA GUITARRA Nº 8-16,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,1880.63
CARABANCHEL,ZONAS VERDES,PARQUES Y JARDINES,301.043,URBANA,CALLE DE CAZALEGAS Nº 9,"DOTACIONAL DE SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO. EN EL INTERIOR DE SU PERÍMETRO SE UBICAN: UNAPISTA DE PETANCA Y MEDIA CANCHA DE BALONCESTO QUE SE DENOMINABA IDB CAZALEGAS, SEGÚN INFORMA ELDISTRITO DE CARABANCHEL. ESTA IDB NO FIGURA EN EL CENSO DE EQUIPAMIENTOS MUNICIPALES 2019, POR LO QUENO SE INCORPORA AL LISTADO DE IDBS.",7510
CARABANCHEL,ZONAS VERDES,PARQUES Y JARDINES,301.045,URBANA,CALLE DE BALTANÁS Nº 17,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,1366.64
CARABANCHEL,ZONAS VERDES,PARQUES Y JARDINES,301.042,URBANA,CALLE DE NAVAHONDA Nº 7-15,DOTACIONAL DE SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO,1826
USERA,ZONAS VERDES,PARQUES Y JARDINES,300.571,URBANA,RONDA DE LAS COOPERATIVAS Nº 6,"DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO. PARQUE URBANO. DENTRO DE SU PERIMETRO SEENCUENTRA UBICADA LA INSTALACIÓN DEPORTIVA BÁSICA PARQUE MUJERES DE ORCASITAS (2 PISTASPOLIDEPORTIVAS, 2 PISTAS DE BALONCESTO Y PISTA DE VOLEIBOL), ANTERIORMENTE DENOMINADA PARQUE MESETA.",36600
USERA,ZONAS VERDES,PARQUES Y JARDINES,300.572,URBANA,AVENIDA DE RAFAELA YBARRA Nº 85,"DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO. DENTRO DEL PERIMETRO DEL PARQUE SE ENCUENTRANUBICADOS UN TEMPLETE DE MUSICA, UNA CASETA DE MAQUINARIA, UNA CASETA DE VESTUARIOS, TRES CASETAS DEJARDINEROS, UN QUIOSCO DE BEBIDAS, ASI COMO PISTAS DE BICICLETAS Y BALONCESTO, CAMPO DE FUTBOL, LAINSTALACIÓN DEPORTIVA BÁSICA ""DAVID GONZALEZ RUBIO-PRADOLONGO"" (2 CAMPOS DE FÚTBOL 11 DE CÉSPEDARTIFICIAL. PISTA DE FÚTBOL SALA. PISTA POLIDEPORTIVA CON MARCAJES DE FÚTBOL SALA Y 2 BALONCESTOTRANSVERSALES), SITUADA EN LA CALLE DOCTOR TOLOSA LATOUR, NÚMERO 14 Y LA INSTALACIÓN DEPORTIVA BÁSICA""MARIS STELLA"" (CAMPO DE FÚTBOL 11 DE CÉSPED ARTIFICIAL), SITUADA EN LA CALLE DOCTOR TOLOSA LATOUR,NÚMERO 18.",185000
USERA,ZONAS VERDES,PARQUES Y JARDINES,300.573,URBANA,CALLE DEL TORERO Nº 6,"PDOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO. DENTRO DE SU PERIMETRO SE ENCUENTRA LAINSTALACIÓN DEPORTIVA BÁSICA EL TORERO (PISTA DE BALONCESTO Y PISTA DE PATINAJE), SITUADA EN CALLEDEL TORERO, Nº 10 C/V C/ DE ANTONIO LÓPEZ.",7100
USERA,ZONAS VERDES,PARQUES Y JARDINES,300.574,URBANA,CALLE DE CERECINOS Nº 1,"DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO. DENTRO DE SU PERÍMETRO SE ENCUENTRA UBICADA UNACASETA DE PERSONAL Y LA INSTALACIÓN DEPORTIVA BÁSICA ""PARQUE DE OLOF PALME"", PISTA DE SKATE.",21300
USERA,ZONAS VERDES,PARQUES Y JARDINES,300.575,URBANA,CAMINO DE PERALES Nº 90,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES SINGULAR. FORMA PARTE DEL PARQUE LINEAL DEL MANZANARES.,27600
USERA,ZONAS VERDES,PARQUES Y JARDINES,300.579,URBANA,AVENIDA DE LOS ROSALES Nº 25,"DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO. EN EL INTERIOR DE SU PERÍMTERO SE ENCUENTRAUBICADA UNA CASETA DE PERSONAL. PARQUE FORMADO POR TRES FINCAS REGISTRALES; UNA DE ELLAS SEENCONTRABA INSCRITA CON Nº ACTIVO 310000000351 (""AVDA. LOS ROSALES Nº 25"") Y HA SIDO DADA DE BAJA CONFECHA 2/04/2013 PARA ANEXIONARLA A ESTE ACTIVO. LOS DATOS CONSIGNADOS REFERIDOS A SUPERFICIE,LINDEROS Y VALOR CORRESPONDEN AL CONJUNTO DE LAS TRES PARCELAS.",15012.46
USERA,ZONAS VERDES,PARQUES Y JARDINES,300.58,URBANA,CALLE DE SILVINA Nº 35,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,10999.51
USERA,ZONAS VERDES,PARQUES Y JARDINES,300.581,URBANA,CALLE DE PERIANA Nº 27,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,3383.26
USERA,ZONAS VERDES,PARQUES Y JARDINES,300.582,URBANA,CALLE DEL OLIGISTO Nº 7,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,2748.36
USERA,ZONAS VERDES,PARQUES Y JARDINES,300.583,URBANA,AVENIDA DE LOS ROSALES Nº 27,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO (UNA PEQUEÑA PARTE ES VÍA PÚBLICA).,8532
USERA,ZONAS VERDES,PARQUES Y JARDINES,300.584,URBANA,CALLE DEL SIMCA,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,8976
USERA,ZONAS VERDES,PARQUES Y JARDINES,300.585,URBANA,CALLE DEL TIBURÓN Nº 2,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO,27895
USERA,ZONAS VERDES,PARQUES Y JARDINES,300.586,URBANA,ROTONDA CALLE DEL SIMCA C/V CALLE DEL CENSO Nº 7,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO,1489
USERA,ZONAS VERDES,PARQUES Y JARDINES,300.587,URBANA,CAMINO DE PERALES Nº 23,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES SINGULAR-PARQUE LINEAL DEL MANZANARES. APE 12.01,50398.89
USERA,ZONAS VERDES,PARQUES Y JARDINES,300.576,URBANA,CALLE DE ORTIZ CAMPOS Nº 12,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO,1786
USERA,ZONAS VERDES,PARQUES Y JARDINES,300.577,URBANA,CALLE DE SAN RUPERTO Nº 7,"DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES SINGULAR(FORMA PARTE DEL PARQUE LINEAL DEL MANZANARES).DENTRO DE SU PERÍMETRO SE ENCUENTRA UNA CASETA DE PERSONAL Y LA INSTALACIÓN DEPORTIVA BÁSICACUÑA-ESTAFETA (TENIS DE MESA), ADCRITA AL DISTRITO POR DECRETO DE FECHA 8 DE MAYO DE 2013 DE LADELEGADA DEL ÁREA DE GOBIERNO DE ECONOMÍA, HACIENDA Y ADMINISTRACIÓN PÚBLICA.",6425.23
USERA,ZONAS VERDES,PARQUES Y JARDINES,300.578,URBANA,CALLE DE EDUARDO BARREIROS Nº 1,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,1300.11
USERA,ZONAS VERDES,PARQUES Y JARDINES,300.588,URBANA,CALLE POPULAR MADRILEÑA Nº 11,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO,1957.5
USERA,ZONAS VERDES,PARQUES Y JARDINES,300.589,URBANA,CALLE DE PRIMITIVA GAÑAN Nº 8,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,5473
PUENTE DE VALLECAS,ZONAS VERDES,PARQUES Y JARDINES,300.591,URBANA,AVENIDA DE LA ALBUFERA Nº 142,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO. DENTRO DE SU PERÍMETRO SE ENCUENTRA UBICADA UNACASETA DE PERSONAL Y ALMACÉN.,66657.1
PUENTE DE VALLECAS,ZONAS VERDES,PARQUES Y JARDINES,300.592,URBANA,CALLE DE PEÑA GORBEA Nº 17 B,DOTACIONAL SERVICIOS COLECTIVOS VERDE BÁSICO. ANTES PARQUE SALON DE NUESTRA SEÑORA DEL CARMEN.,4320.74
PUENTE DE VALLECAS,ZONAS VERDES,PARQUES Y JARDINES,300.593,URBANA,"CALLE DE EMBAJADORES, 251 C/V RONDA DEL SUR, 8","DOTACIONAL SERVICIOS COLECTIVOS VERDE SINGULAR. DENTRO DEL PERIMETRO DEL PARQUE SE ENCUENTRA UBICADOUN AUDITORIO QUE ,POR DECRETO DE FECHA 10 DE JULIO DE 2013 DE LA DELEGADA DEL ÁREA DE GOBIERNO DEECONOMÍA, HACIENDA Y ADMINISTRACIÓN PÚBLICA, SE HA ADSCRITO AL DISTRITO, UNA CASETA DE PERSONAL YALMACÉN, LA INSTALACIÓN DEPORTIVA BÁSICA DENOMINADA LOS ARBOLITOS (CAMPO DE RUGBY), SITA EN LA RONDADEL SUR, 6B Y UNA PISTA DE PATINAJE. PARCELA DE ALTA EN PMS",1047462.99
PUENTE DE VALLECAS,ZONAS VERDES,PARQUES Y JARDINES,300.595,URBANA,CALLE DE FERNANDO GIRÁLDEZ FRENTE AL Nº 33-51,DOTACIONAL SERVICIOS COLECTIVOS VERDE BÁSICO.,5140
PUENTE DE VALLECAS,ZONAS VERDES,PARQUES Y JARDINES,300.596,URBANA,CALLE DEL TROLE Nº 7-9,DOTACIONAL SERVICIOS COLECTIVOS ZONA VERDE BÁSICO.,1349.26
PUENTE DE VALLECAS,ZONAS VERDES,PARQUES Y JARDINES,300.597,URBANA,CALLE DEL COCHERÓN DE LA VILLA Nº 17-25,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,1890.33
PUENTE DE VALLECAS,ZONAS VERDES,PARQUES Y JARDINES,300.598,URBANA,CALLE DE EL YESERO Nº 5,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,3459.36
PUENTE DE VALLECAS,ZONAS VERDES,PARQUES Y JARDINES,300.599,URBANA,CALLE DE EL YESERO Nº 3,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,3434.18
PUENTE DE VALLECAS,ZONAS VERDES,PARQUES Y JARDINES,300.6,URBANA,CALLE DE EL YESERO Nº 1,"DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO. DENTRO DEL PERÍMETRO SE ENCUENTRA UBICADA LAINSTALACIÓN DEPORTIVA MUNICIPAL BÁSICA YESERO (PISTA POLIDEPORTIVA CON MARCAJES DE BALONMANO, FÚTBOLSALA Y BALONCESTO).",3498.24
PUENTE DE VALLECAS,ZONAS VERDES,PARQUES Y JARDINES,300.601,URBANA,"AVENIDA DEL CONOCIMIENTO, Nº 2-30 C/V AUTOVÍA M-40",DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES SINGULAR. PARQUE URBANO.,194436
PUENTE DE VALLECAS,ZONAS VERDES,PARQUES Y JARDINES,301.065,URBANA,CALLE DE LA SIERRA DE TOLOÑO C/V AV. DE BUENOS AIRES Nº 9,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO. PARCELA 8: COLONIA DE SAN PABLO.,2065
PUENTE DE VALLECAS,ZONAS VERDES,PARQUES Y JARDINES,301.066,URBANA,PLAZA DE MARTINIEZ DE LA RIVA Nº 1-6,"DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO. PARCELA Nº A(SEGREGACIÓN 1). ZONA 2 OESTE.COLONIA SAN JORGE. PARCELA SEGREGADA DE FINA MATRIZ, EL RESTO FORMA UNA SUPERFICIE DE 4.477 ,35METROS CUADRADOS.",581.4
PUENTE DE VALLECAS,ZONAS VERDES,PARQUES Y JARDINES,301.067,URBANA,PLAZA DE MARTINIEZ DE LA RIVA Nº 7,"DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO. PARCELA Nº B(SEGREGACIÓN 2). ZONA 2 OESTE.COLONIA SAN JORGE. PARCELA SEGREGADA DE FINA MATRIZ, EL RESTO FORMA UNA SUPERFICIE DE 4.477 ,35METROS CUADRADOS.",785.3
PUENTE DE VALLECAS,ZONAS VERDES,PARQUES Y JARDINES,301.068,URBANA,PLAZA DE SIERRA CARBONERA,"DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO. PARCELA Nº C (SEGREGACIÓN 3). ZONA 2 OESTE.COLONIA SAN JORGE. PARCELA SEGREGADA DE FINA MATRIZ, EL RESTO FORMA UNA SUPERFICIE DE 4.477 ,35METROS CUADRADOS.",709.18
PUENTE DE VALLECAS,ZONAS VERDES,PARQUES Y JARDINES,301.069,URBANA,CALLE DE UCEDA Nº 66-78,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO(SEGREGACIÓN 1).,768.33
PUENTE DE VALLECAS,ZONAS VERDES,PARQUES Y JARDINES,301.07,URBANA,CALLE DE RODRÍGUEZ ESPINOSA C/V CALLE DE JUAN PORTAS,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO(SEGREGACIÓN 2).,644.78
PUENTE DE VALLECAS,ZONAS VERDES,PARQUES Y JARDINES,301.078,URBANA,CALLE DE MONTES PIRINEOS C/V CALLE DE EDUARDO ROJO,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,5341.69
PUENTE DE VALLECAS,ZONAS VERDES,PARQUES Y JARDINES,301.079,URBANA,CALLE PUERTO DE LA BOINAGUA C/V MARTINEZ DE LA RIVA,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,0
PUENTE DE VALLECAS,ZONAS VERDES,PARQUES Y JARDINES,301.082,URBANA,CALLE DE LA PEÑA FALCONERA,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO,0
PUENTE DE VALLECAS,ZONAS VERDES,PARQUES Y JARDINES,301.08,URBANA,CALLE DE MARTÍNEZ DE LA RIVA Nº 108,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO,0
PUENTE DE VALLECAS,ZONAS VERDES,PARQUES Y JARDINES,301.081,URBANA,CALLE DE LA PEÑA AMAYA Nº 1-7,ESTÁ CALIFICADO COMO DOTACIONAL VÍA PÚBLICA SECUNDARIA ÁREA ESTANCIAL SEGÚN PGOUM-97,0
PUENTE DE VALLECAS,ZONAS VERDES,PARQUES Y JARDINES,301.086,URBANA,CALLE DOLORES FOLGUERAS C/V CALLE PICO DE LA MALICIOSA,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,5352
PUENTE DE VALLECAS,ZONAS VERDES,PARQUES Y JARDINES,301.087,URBANA,AVENIDA DE PABLO NERUDA Nº 18-26,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,2550
PUENTE DE VALLECAS,ZONAS VERDES,PARQUES Y JARDINES,301.088,URBANA,AVENIDA DE PABLO NERUDA Nº 14-16,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO,2070
PUENTE DE VALLECAS,ZONAS VERDES,PARQUES Y JARDINES,301.089,URBANA,AVENIDA DE PABLO NERUDA Nº 2E-10,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,3195
