Centro_codigo,Centro_nombre,Centro_tipo_codigo,Centro_tipo_descripcion,Centro_titularidad,Direccion,Direccion_codigo_postal,Municipio_codigo,Municipio_nombre,Distrito_codigo,Distrito_nombre,Contacto_telefono,Contacto_fax,Contacto_web,Contacto_email,Direccion_coor_x,Direccion_coor_y
28049471,KINDERPARADIES  (ALEMAN),094,CENTRO DOCENTE EXTRANJERO EN ESPAÑA,PRIVADO,CALLE de Peña Pintada 13,28034,079,Madrid,08,Fuencarral-El Pardo,917359710,,http://www.kinderparadies-madrid.com,sandra@kinderparadies-madrid.com,440422,4482597
28049481,RAFAEL ALBERTI,014,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,PÚBLICO,PASEO de las Provincias s/n,28523,123,Rivas-Vaciamadrid,,,916664582,916669254,http://www.educa.madrid.org/cp.rafaelalberti.rivas,cp.rafaelalberti.rivas@educa.madrid.org,454410,4469362
28049493,GLORIA FUERTES,014,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,PÚBLICO,CALLE de la Estación 36,28880,083,Meco,,,918861614,918861614,http://www.educa.madrid.org/cp.gloriafuertes.meco,cp.gloriafuertes.meco@educa.madrid.org,472603,4489031
28049501,LOS PINOS AYELEM,008,ESCUELA INFANTIL PRIVADA,PRIVADO,CALLE de los Pinos 16,28922,007,Alcorcón,,,916416473,91641647,www.ayeleminfantil.com,ayeleminfantil@yahoo.es,429086,4465756
28049523,CHIQUILIN,008,ESCUELA INFANTIL PRIVADA,PRIVADO,CALLE BILBAO 25,28523,123,Rivas-Vaciamadrid,,,916664140,,,tarochiquilin@yahoo.es,454400,4469167
28049547,LA MILAGROSA,058,CENTRO PRIVADO DE FORMACIÓN PROFESIONAL ESPECÍFICA,PRIVADO CONCERTADO,PLAZA de Turia 8,28935,092,Móstoles,,,916474451,916474054,http://www.lamilagrosaformacion.com,cc.lamilagrosa.mostoles@educa.madrid.org,425879,4463115
28049572,A.E.I.O.U.,008,ESCUELA INFANTIL PRIVADA,PRIVADO,CALLE de los Yébenes 92,28047,079,Madrid,10,Latina,,,,info@guarderia-aeiou.es,436072,4471596
28049596,CATALINA LABOURE,008,ESCUELA INFANTIL PRIVADA,PRIVADO CONCERTADO,CALLE de la Marroquina 45,28030,079,Madrid,14,Moratalaz,914390123,914374877,,c.laboure@sotes.e.telefonica.net,444988,4473293
28049602,ADEMO,021,CENTRO PRIVADO DE EDUCACIÓN ESPECIAL,PRIVADO CONCERTADO,CALLE de la Hacienda de Pavones 328,28030,079,Madrid,14,Moratalaz,917723500,917721011,http://www.educa.madrid.org/cc.fundacionademo.madrid,cc.fundacionademo.madrid@educa.madrid.org,445836,4472384
28049614,FUNDACION TOMILLO,058,CENTRO PRIVADO DE FORMACIÓN PROFESIONAL ESPECÍFICA,PRIVADO CONCERTADO,CALLE de Albuñuelas 13-15,28041,079,Madrid,12,Usera,917239353,,http://www.educa.madrid.org/cc.fundaciontomillo.madrid,cc.fundaciontomillo.madrid@educa.madrid.org,440741,4468613
28049626,SERRACINES,014,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,PÚBLICO,CALLE romeral 15,28815,057,Fresno de Torote,,,918791685,918791685,http://www.educa.madrid.org/cp.serracines.fresno,cp.serracines.fresno@educa.madrid.org,466367,4496788
28049638,CABAS,004,CENTRO PRIVADO DE EDUCACIÓN INFANTIL,PRIVADO,"CALLE Epidauro, 53 bis IV ",28232,127,"Rozas de Madrid, Las",,,916318823,,http://www.escuelainfantilcabas.edu.es,contacto@cabas.org,423235,4485926
28049641,ABETITOS AND CHILDREN,008,ESCUELA INFANTIL PRIVADA,PRIVADO,"CTRA Daganzo k1,5",28806,005,Alcalá de Henares,,,918787622,,www.losabetitos.com,,467640,4482669
28049651,PROJARDIN DELICIAS,008,ESCUELA INFANTIL PRIVADA,PRIVADO,PASEO de las Delicias 65,28045,079,Madrid,02,Arganzuela,915303010,,,delicias@projardin.es,441110,4472241
28049663,COLEGIO EUROPEO DE MADRID,073,CENTRO PRIVADO DE EDUCACIÓN PRIMARIA Y SECUNDARIA,PRIVADO,CTRA de la Coruña k.19,28231,127,"Rozas de Madrid, Las",,,916361919,916361890,http://www.colegioeuropeodemadrid.com/,daniela@educacem.com,424754,4487890
28049705,PROJARDIN PINAR,008,ESCUELA INFANTIL PRIVADA,PRIVADO,CALLE de Ramón Camarero 3,28035,079,Madrid,08,Fuencarral-El Pardo,913866104,913862620,http://www.projardin.es,pinar@projardin.es,438160,4481493
28049742,PROJARDIN DELTA,008,ESCUELA INFANTIL PRIVADA,PRIVADO,CALLE Blas de Otero s/n,28220,080,Majadahonda,,,916383524,,,delta@projardin.es,425321,4480345
28049754,RUNNYMEDE COLLEGE (BRITANICO),094,CENTRO DOCENTE EXTRANJERO EN ESPAÑA,PRIVADO,CALLE de la Salvia 30,28109,006,Alcobendas,,,916508302,,,office@runnymede-college.com,446547,4486642
28049766,PROJARDIN POZUELO,008,ESCUELA INFANTIL PRIVADA,PRIVADO,CALLE París 1,28224,115,Pozuelo de Alarcón,,,913528000,913528000,,POZUELO@PROJARDIN.ES,431452,4476225
28049808,MUSICA CREATIVA,416,CENTRO AUTORIZADO PROFESIONAL  DE MÚSICA Y DANZA,PRIVADO,CALLE de la Palma 35,28004,079,Madrid,01,Centro,915211156,915217564,,gerencia@musicacreativa.com,440242,4475314
28049811,TEMPO MUSICAL,138,CENTRO AUTORIZADO PROFESIONAL DE MÚSICA,PRIVADO,CALLE de Ramón de Aguinaga 15,28028,079,Madrid,04,Salamanca,917240901,,www.tempomusical.es,direccion@tempomusical.es,443818,4475350
28049833,MORATA DE TAJUÑA  Nº 2,006,ESCUELA  INFANTIL-CASA DE NIÑOS,PÚBLICO,CALLE del Grupo Escolar 1,28530,091,Morata de Tajuña,,,918337775,,http://www.educa.madrid.org/cn.morata2,cn.morata2@educa.madrid.org,462549,4453470
28049845,BAOBAB,006,ESCUELA  INFANTIL-CASA DE NIÑOS,PÚBLICO,CALLE San José s/n,28341,161,Valdemoro,,,918956575,918956575,http://www.educa.madrid.org/cn.baobab.valdemoro,cn.baobab.valdemoro@educa.madrid.org,442013,4449004
28049857,EL VALLE,072,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",PRIVADO CONCERTADO,CALLE de Cordel de Pavones 2,28032,079,Madrid,19,Vicálvaro,917511510,917511693,http://www.educa.madrid.org/cc.elvalle.madrid,cc.elvalle.madrid@educa.madrid.org,447582,4472646
28049894,MAMATINA,008,ESCUELA INFANTIL PRIVADA,PRIVADO,CALLE de Humera 37,28023,079,Madrid,09,Moncloa-Aravaca,913078519,913078519,,escuelainfantilmamatina@yahoo.es,433686,4477943
28049912,CEV CENTRO DE ESTUDIOS DEL VIDEO,058,CENTRO PRIVADO DE FORMACIÓN PROFESIONAL ESPECÍFICA,PRIVADO,CALLE de Gaztambide 65,28015,079,Madrid,07,Chamberí,918232771,,http://cev.com,davidgraneda@cev.com,439318,4476562
28049951,DANIEL VAZQUEZ DIAZ,006,ESCUELA  INFANTIL-CASA DE NIÑOS,PÚBLICO,CALLE de Armenteros 46,28039,079,Madrid,09,Moncloa-Aravaca,913113496,913113496,http://www.educa.madrid.org/cn.danielvazquezdi.madrid,cn.danielvazquezdi.madrid@educa.madrid.org,439554,4479592
28049961,SAN MIGUEL,006,ESCUELA  INFANTIL-CASA DE NIÑOS,PÚBLICO,AVDA de la Virgen del Carmen 32,28033,079,Madrid,16,Hortaleza,913820145,913820145,http://www.educa.madrid.org/cn.sanmiguel.madrid,cn.sanmiguel.madrid@educa.madrid.org,444705,4480614
28049985,ALPEDRETE,185,ESCUELA MUNICIPAL DE MÚSICA,PÚBLICO,PLAZA de Francisco Rabal 2,28430,010,Alpedrete,,,918571590,918572765,http://www.educa.madrid.org/em.alpedrete,em.alpedrete@educa.madrid.org,413400,4501188
28049997,BELMONTE DE TAJO,187,ESCUELA MUNICIPAL DE MÚSICA Y DANZA,PÚBLICO,CALLE Tomás Díaz Vázquez 8,28390,019,Belmonte de Tajo,,,918747215,918747120,http://www.educa.madrid.org/em.belmonte,em.belmonte@educa.madrid.org,471386,4442716
28050008,CARABAÑA,185,ESCUELA MUNICIPAL DE MÚSICA,PÚBLICO,CALLE del Real 100,28560,035,Carabaña,,,918723001,918723242,http://www.educa.madrid.org/em.carabana,em.carabana@educa.madrid.org,479898,4456003
28050011,CERCEDILLA,187,ESCUELA MUNICIPAL DE MÚSICA Y DANZA,PÚBLICO,CALLE de la Carrera del Señor 7,28470,038,Cercedilla,,,918523620,918522200,http://www.educa.madrid.org/emd.cercedilla,emd.cercedilla@educa.madrid.org,410749,4510548
28050021,CHAPINERIA,185,ESCUELA MUNICIPAL DE MÚSICA,PÚBLICO,CALLE Colmenar 13,28694,051,Chapinería,,,918652008,918652012,http://www.educa.madrid.org/em.chapineria,em.chapineria@educa.madrid.org,397312,4470664
28050033,CIEMPOZUELOS,187,ESCUELA MUNICIPAL DE MÚSICA Y DANZA,PÚBLICO,CALLE Mayor 1,28350,040,Ciempozuelos,,,918015086,918932547,http://www.educa.madrid.org/emd.ciempozuelos,emd.ciempozuelos@educa.madrid.org,447315,4445570
28050045,EL ALAMO,185,ESCUELA MUNICIPAL DE MÚSICA,PÚBLICO,CALLE del Romero 1,28607,004,"Álamo, El",,,918122120,918122222,http://www.educa.madrid.org/em.elalamo,em.elalamo@educa.madrid.org,415582,4453708
28050057,FUENTIDUEÑA DE TAJO,185,ESCUELA MUNICIPAL DE MÚSICA,PÚBLICO,CALLE de Don Silvino Real 7,28597,060,Fuentidueña de Tajo,,,0,0,http://www.educa.madrid.org/em.fuentiduena,em.fuentiduena@educa.madrid.org,486230,4440957
28050069,MECO,185,ESCUELA MUNICIPAL DE MÚSICA,PÚBLICO,CALLE de Santa María de la Cabeza 2,28880,083,Meco,,,918876553,918861143,http://www.educa.madrid.org/em.meco,em.meco@educa.madrid.org,472161,4489102
28050070,MORATA DE TAJUÑA,185,ESCUELA MUNICIPAL DE MÚSICA,PÚBLICO,CALLE de la Tarayuela s/n,28530,091,Morata de Tajuña,,,918730776,918731477,http://www.educa.madrid.org/em.morata,em.morata@educa.madrid.org,462461,4453499
28050082,NUEVO BAZTAN,185,ESCUELA MUNICIPAL DE MÚSICA,PÚBLICO,CALLE del Prado 5,28514,100,Nuevo Baztán,,,918735011,918725517,http://www.educa.madrid.org/em.nuevobaztan,em.nuevobaztan@educa.madrid.org,479340,4468321
28050094,ORUSCO DE TAJUÑA,185,ESCUELA MUNICIPAL DE MÚSICA,PÚBLICO,CALLE José Cañaveras s/n,28570,102,Orusco de Tajuña,,,918724172,918724855,http://www.educa.madrid.org/em.orusco,em.orusco@educa.madrid.org,482313,4459333
28050100,TORREJON DE LA CALZADA (ESC. MUN. MUSICA),185,ESCUELA MUNICIPAL DE MÚSICA,PÚBLICO,CALLE Veintisiete de Octubre ,28991,149,Torrejón de la Calzada,,,918160352,918169077,http://www.educa.madrid.org/em.torrejondelacalzada,em.torrejondelacalzada@educa.madrid.org,432246,4450136
28050112,TORRELAGUNA,185,ESCUELA MUNICIPAL DE MÚSICA,PÚBLICO,CALLE Doctor Manuel Hidalgo Huertas 2,28180,151,Torrelaguna,,,918431631,918430077,http://www.educa.madrid.org/em.torrelaguna,em.torrelaguna@educa.madrid.org,454401,4519640
28050124,TORREMOCHA DE JARAMA,185,ESCUELA MUNICIPAL DE MÚSICA,PÚBLICO,CALLE del Canal de Isabel II 18,28189,153,Torremocha de Jarama,,,918430019,918431104,http://www.educa.madrid.org/em.torremocha,em.torremocha@educa.madrid.org,458090,4520678
28050136,TORRES DE LA ALAMEDA (ESC. MUN. MUSICA),185,ESCUELA MUNICIPAL DE MÚSICA,PÚBLICO,CALLE de las Escuelas 8,28813,154,Torres de la Alameda,,,918868250,918868313,http://www.educa.madrid.org/em.torres,em.torres@educa.madrid.org,469443,4472733
28050148,VELILLA,187,ESCUELA MUNICIPAL DE MÚSICA Y DANZA,PÚBLICO,CALLE Olivar 15,28891,167,Velilla de San Antonio,,,616223506,916608062,http://www.educa.madrid.org/emd.velilla,emd.velilla@educa.madrid.org,458676,4468981
28050151,VILLA DEL PRADO,185,ESCUELA MUNICIPAL DE MÚSICA,PÚBLICO,PLAZA de Francisco Cales Otero 1,28630,171,Villa del Prado,,,918620002,918621095,http://www.educa.madrid.org/em.villadelprado,em.villadelprado@educa.madrid.org,389185,4458881
28050161,VILLANUEVA DE LA CAÑADA,187,ESCUELA MUNICIPAL DE MÚSICA Y DANZA,PÚBLICO,CALLE Olivar 10,28691,176,Villanueva de la Cañada,,,918117001,918156646,http://www.educa.madrid.org/emd.villanuevadelacanada,emd.villanuevadelacanada@educa.madrid.org,415093,4478136
28050173,LAGOMAR,072,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",PRIVADO CONCERTADO,AVDA MAR ADRIÁTICO 5,28341,161,Valdemoro,,,918083643,918085724,http://www.educa.madrid.org/cc.lagomar.valdemoro,cc.lagomar.valdemoro@educa.madrid.org,441734,4447691
28050185,QUIJORNA,006,ESCUELA  INFANTIL-CASA DE NIÑOS,PÚBLICO,CALLE Navalcarnero 7,28693,119,Quijorna,,,918168095,918168095,http://www.educa.madrid.org/cn.quijorna,cn.quijorna@educa.madrid.org,410314,4475598
28050197,FUNDACION TORAT MOSHE,004,CENTRO PRIVADO DE EDUCACIÓN INFANTIL,PRIVADO,CALLE de Almarza 24,28033,079,Madrid,16,Hortaleza,917668502,,,alftri3@gmail.com,443937,4479883
28050203,SOTO MESA,138,CENTRO AUTORIZADO PROFESIONAL DE MÚSICA,PRIVADO,CALLE de Santa Cruz de Marcenado 1,28015,079,Madrid,01,Centro,915934855,914470411,,secretaria@sotomesa.com,440030,4475592
28050215,ALDEAFUENTE,072,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",PRIVADO,CALLE del Camino Ancho 87,28109,006,Alcobendas,,,916250270,916250290,,mmartinho@fomento.edu,446750,4486728
28050239,MI PRIMER COLE,008,ESCUELA INFANTIL PRIVADA,PRIVADO,CALLE de Silvano 182,28043,079,Madrid,16,Hortaleza,913881215,,,direccion@miprimercole.es,447015,4479274
28050252,NTRA. SRA. DEL ROSARIO,008,ESCUELA INFANTIL PRIVADA,PRIVADO CONCERTADO,CALLE de Puebla de Sanabria 20,28021,079,Madrid,17,Villaverde,917962818,917962818,,einsrosario@yahoo.es,439819,4466898
28050264,CASCABEL,008,ESCUELA INFANTIL PRIVADA,PRIVADO,CALLE del Condado de Treviño 35,28033,079,Madrid,15,Ciudad Lineal,913830309,,,cascabel.ei@gmail.com,443302,4481336
28050306,CHULIN,008,ESCUELA INFANTIL PRIVADA,PRIVADO,CALLE de Nazario Calonge 16,28830,130,San Fernando de Henares,,,916733336,,,e.i.chu-lin@hotmail.com,455045,4475155
28050318,EL JARDIN ENCANTADO,008,ESCUELA INFANTIL PRIVADA,PRIVADO,CALLE Marcelo Martín Bravo 3,28400,047,Collado Villalba,,,918190908,,http://www.jardinencantado.es,ei.eljardinencantado@hotmail.com,414525,4497703
28050321,SANTA ISABEL,008,ESCUELA INFANTIL PRIVADA,PRIVADO,CALLE del Fuego 31,28100,006,Alcobendas,,,916637020,,,ceisantaisabel@gmail.com,446193,4488255
28050343,JAIME VERA,014,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,PÚBLICO,CALLE de Bravo Murillo 162,28020,079,Madrid,06,Tetuán,915723019,915709453,http://www.educa.madrid.org/cp.jaimevera.madrid,cp.jaimevera.madrid@educa.madrid.org,440398,4478230
28050355,LOS ALMENDROS,014,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,PÚBLICO,CALLE de Ladera de los Almendros 45,28032,079,Madrid,19,Vicálvaro,917510982,917726814,http://www.educa.madrid.org/cp.losalmendros.madrid,cp.losalmendros.madrid@educa.madrid.org,446901,4471938
28050367,CARMEN IGLESIAS,014,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,PÚBLICO,AVDA de los Labradores 13,28760,903,Tres Cantos,,,918034186,918034237,http://www.educa.madrid.org/cp.carmeniglesias.trescantos,cp.carmeniglesias.trescantos@educa.madrid.org,440229,4494655
28050379,PEÑAS ALBAS,014,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,PÚBLICO,CALLE Portugal s/n,28819,172,Villalbilla,,,918792234,918792234,http://www.educa.madrid.org/cp.penasalbas.villalbilla,cp.penasalbas.villalbilla@educa.madrid.org,469350,4477615
28050380,ESPARTALES,014,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,PÚBLICO,CALLE Rosalia de Castro 3,28806,005,Alcalá de Henares,,,918832651,918870815,http://www.educa.madrid.org/cp.espartales.alcala,cp.espartales.alcala@educa.madrid.org,468502,4484305
28050392,LA ZARZUELA,014,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,PÚBLICO,CALLE Almagro s/n,28850,148,Torrejón de Ardoz,,,916778043,916762805,http://www.educa.madrid.org/cp.lazarzuela.torrejondeardoz,cp.lazarzuela.torrejondeardoz@educa.madrid.org,461769,4479312
28050409,CARLOS RUIZ,014,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,PÚBLICO,CALLE de Antonio Machado 48,28649,128,Rozas de Puerto Real,,,918648634,918648634,http://www.educa.madrid.org/cp.carlosruiz.rozasdepuertoreal,cp.carlosruiz.rozasdepuertoreal@educa.madrid.org,373163,4463273
28050410,BAMBI,008,ESCUELA INFANTIL PRIVADA,PRIVADO,CALLE Cercedilla 10,28400,047,Collado Villalba,,,918510481,,,isabelprieto19@hotmail.com,414711,4498561
28050422,EUROPA,014,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,PÚBLICO,CALLE Grecia 1,28320,113,Pinto,,,916921300,916913924,http://www.educa.madrid.org/cp.europa.pinto,cp.europa.pinto@educa.madrid.org,441056,4456048
28050434,CLARA CAMPOAMOR,014,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,PÚBLICO,CMNO de Valdemoro 11,28330,132,San Martín de la Vega,,,918093069,918087155,http://www.educa.madrid.org/cp.claracampoamor.sanmartindelavega,cp.claracampoamor.sanmartindelavega@educa.madrid.org,450414,4450713
28050446,LA ENCINA,014,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,PÚBLICO,CALLE Ramón y Cajal 3,28232,127,"Rozas de Madrid, Las",,,916403725,916403996,http://www.educa.madrid.org/cp.laencina.lasrozas,cp.laencina.lasrozas@educa.madrid.org,423401,4485739
28050458,FEDERICO GARCIA LORCA,014,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,PÚBLICO,CALLE de Federico García Lorca 4,28660,022,Boadilla del Monte,,,916325525,916325525,http://www.educa.madrid.org/cp.garcialorca.boadilla,cp.garcialorca.boadilla@educa.madrid.org,423818,4473345
28050483,DENENES,008,ESCUELA INFANTIL PRIVADA,PRIVADO,CALLE de la Virgen de Lluc 13,28027,079,Madrid,15,Ciudad Lineal,914072609,,,ESTELACHAVESP@HOTMAIL.COM,445094,4476387
28050495,PARQUE BABY ALCALA,004,CENTRO PRIVADO DE EDUCACIÓN INFANTIL,PRIVADO,CALLE de la Encomienda 23,28805,005,Alcalá de Henares,,,910732866,,,babyalcala@babyalcala.com,469566,4481643
28050525,GABRIELA MISTRAL,042,INSTITUTO DE EDUCACIÓN SECUNDARIA,PÚBLICO,CALLE Miguel de Cervantes 104,28939,015,Arroyomolinos,,,916899054,916897713,http://www.educa.madrid.org/ies.gabrielamistral.arroyomolinos,ies.gabrielamistral.arroyomolinos@educa.madrid.org,422105,4457468
28050537,ALFONSO MORENO,042,INSTITUTO DE EDUCACIÓN SECUNDARIA,PÚBLICO,CALLE Estudiantes 3,28690,026,Brunete,,,918158371,918158399,http://www.educa.madrid.org/ies.alfonsomoreno.brunete,ies.alfonsomoreno.brunete@educa.madrid.org,414990,4474113
28050549,GABRIEL CISNEROS,042,INSTITUTO DE EDUCACIÓN SECUNDARIA,PÚBLICO,CALLE de las Arizónicas 20,28935,092,Móstoles,,,916478849,916478110,http://www.educa.madrid.org/ies.gabrielcisneros.mostoles,ies.gabrielcisneros.mostoles@educa.madrid.org,421615,4463229
28050550,SEVILLA LA NUEVA,042,INSTITUTO DE EDUCACIÓN SECUNDARIA,PÚBLICO,CALLE Ruiseñor 5,28609,141,Sevilla la Nueva,,,918124066,918124067,http://www.educa.madrid.org/ies.sevillalanueva.sevilla,ies.sevillalanueva.sevilla@educa.madrid.org,412436,4466716
28050562,SAPERE AUDE,042,INSTITUTO DE EDUCACIÓN SECUNDARIA,PÚBLICO,AVDA de los Estudiantes 4,28229,177,Villanueva del Pardillo,,,918151519,918151764,http://www.educa.madrid.org/ies.villanuevadelpardillo,ies.villanuevadelpardillo@educa.madrid.org,418455,4482689
28050598,ANGELITOS DE NEREY,008,ESCUELA INFANTIL PRIVADA,PRIVADO,CALLE de José Luis de Arrese 38,28017,079,Madrid,15,Ciudad Lineal,914053022,914053022,,angelitosdenerey@yahoo.es,444734,4474785
28050628,LUNA LUNERA,003,ESCUELA INFANTIL,PÚBLICO,CALLE de San Sebastián 1,28523,123,Rivas-Vaciamadrid,,,916669782,916669783,http://www.educa.madrid.org/eei.lunalunera.rivas,eei.lunalunera.rivas@educa.madrid.org,454411,4469270
28050631,EL BERRUECO,006,ESCUELA  INFANTIL-CASA DE NIÑOS,PÚBLICO,CALLE Real 26,28192,021,"Berrueco, El",,,918686048,918694094,http://www.educa.madrid.org/cn.elberrueco,cn.elberrueco@educa.madrid.org,452711,4526488
28050653,LOS HUERTOS,006,ESCUELA  INFANTIL-CASA DE NIÑOS,PÚBLICO,CALLE José Cañaveras 26,28570,102,Orusco de Tajuña,,,918724800,918724046,http://www.educa.madrid.org/cn.orusco,cn.orusco@educa.madrid.org,482223,4459231
28050665,EL DRAGON,006,ESCUELA  INFANTIL-CASA DE NIÑOS,PÚBLICO,CALLE del Alcalde Francisco Santero 4,28521,123,Rivas-Vaciamadrid,,,916704207,916704207,http://www.educa.madrid.org/cn.eldragon.rivas,cn.eldragon.rivas@educa.madrid.org,456002,4464301
28050677,ALALPARDO,006,ESCUELA  INFANTIL-CASA DE NIÑOS,PÚBLICO,CALLE de Alcalá (Alalpardo) 25,28130,162,Valdeolmos-Alalpardo,,,916202616,916202616,http://www.educa.madrid.org/cn.valdeolmos,cn.valdeolmos@educa.madrid.org,460064,4497348
28050689,FRESNEDILLAS DE LA OLIVA,006,ESCUELA  INFANTIL-CASA DE NIÑOS,PÚBLICO,CALLE del Caño 14,28214,056,Fresnedillas de la Oliva,,,918989200,918998590,http://www.educa.madrid.org/cn.fresnedillas,cn.fresnedillas@educa.madrid.org,400871,4482340
28050719,EDOA,008,ESCUELA INFANTIL PRIVADA,PRIVADO,CALLE del Río Sella 6,28935,092,Móstoles,,,916474245,,www.escuelainfantiledoa.es,info@escuelainfantiledoa.es,425807,4463143
28050720,MIGUEL DE CERVANTES,042,INSTITUTO DE EDUCACIÓN SECUNDARIA,PÚBLICO,PASEO de Arroyomolinos 58,28938,092,Móstoles,,,916452469,916466098,http://www.educa.madrid.org/ies.cervantes.mostoles,ies.cervantes.mostoles@educa.madrid.org,425373,4462407
28050732,PROFESOR JULIO PEREZ,042,INSTITUTO DE EDUCACIÓN SECUNDARIA,PÚBLICO,AVDA de Levante 141,28521,123,Rivas-Vaciamadrid,,,916704112,916704113,http://www.educa.madrid.org/ies.profesorjulioperez.rivas,ies.profesorjulioperez.rivas@educa.madrid.org,456338,4464745
28056011,EL PARQUE,008,ESCUELA INFANTIL PRIVADA,PRIVADO,CALLE de la Sierra de Guadarrama 6,28830,130,San Fernando de Henares,,,916749381,,www.elparquedesanfernando.com,escuela@elparquedesanfernando.com,456777,4477695
28056023,CID CAMPEADOR,034,UNIDAD DE FORMACIÓN E INSERCIÓN LABORAL,PÚBLICO,CALLE del General García Escámez 12,28044,079,Madrid,10,Latina,915092320,915092320,http://www.educa.madrid.org/ufil.cidcampeador.madrid,ufil.cidcampeador.madrid@educa.madrid.org,434574,4470423
28056035,TIERRUCA,034,UNIDAD DE FORMACIÓN E INSERCIÓN LABORAL,PÚBLICO,CALLE de la Tierruca 13,28018,079,Madrid,13,Puente de Vallecas,913030491,913030491,http://www.educa.madrid.org/ufil.tierruca.madrid,ufil.tierruca.madrid@educa.madrid.org,444875,4470672
28056047,VIRGEN DE AFRICA,034,UNIDAD DE FORMACIÓN E INSERCIÓN LABORAL,PÚBLICO,CALLE de Salvador Martínez 3,28041,079,Madrid,12,Usera,912760413,913698546,http://www.educa.madrid.org/ufil.virgendeafrica.madrid,ufil.virgendeafrica.madrid@educa.madrid.org,440637,4468776
28056059,SIERRA PALOMERAS,034,UNIDAD DE FORMACIÓN E INSERCIÓN LABORAL,PÚBLICO,CALLE de Sierra Vieja 52,28031,079,Madrid,18,Villa de Vallecas,913030605,913805996,http://www.educa.madrid.org/ufil.sierrapalomeras.madrid,ufil.sierrapalomeras.madrid@educa.madrid.org,446964,4469890
28056060,PRIMERO DE MAYO,034,UNIDAD DE FORMACIÓN E INSERCIÓN LABORAL,PÚBLICO,CALLE Química 1,28914,074,Leganés,,,912489401,916873365,http://www.educa.madrid.org/ufil.primerodemayo.leganes,ufil.primerodemayo.leganes@educa.madrid.org,435091,4465838
28056072,PABLO NERUDA,034,UNIDAD DE FORMACIÓN E INSERCIÓN LABORAL,PÚBLICO,AVDA de Carlos V 25,28936,092,Móstoles,,,916462961,916462961,http://www.educa.madrid.org/ufil.neruda.mostoles,ufil.neruda.mostoles@educa.madrid.org,427721,4463480
28056084,SAN RAMON,034,UNIDAD DE FORMACIÓN E INSERCIÓN LABORAL,PÚBLICO,CALLE Pinto 76,28982,106,Parla,,,916993796,916993796,http://www.educa.madrid.org/ufil.sanramon.parla,ufil.sanramon.parla@educa.madrid.org,435296,4454621
28056096,EL EMPECINADO,034,UNIDAD DE FORMACIÓN E INSERCIÓN LABORAL,PÚBLICO,CALLE del Empecinado 29,28801,005,Alcalá de Henares,,,918788221,918788221,http://www.educa.madrid.org/ufil.elempecinado.alcala,ufil.elempecinado.alcala@educa.madrid.org,468876,4480902
28056102,CONSERVATORIO PROFESIONAL DE MUSICA DE GETAFE,131,CONSERVATORIO PROFESIONAL DE MÚSICA,PÚBLICO,AVDA de las Arcas del Agua 1,28905,065,Getafe,,,916017113,916839906,http://www.educa.madrid.org/cpm.getafe,cpm.getafe@educa.madrid.org,436764,4460833
28056114,PUERTA BONITA,034,UNIDAD DE FORMACIÓN E INSERCIÓN LABORAL,PÚBLICO,CALLE del Padre Amigo 5,28025,079,Madrid,11,Carabanchel,915251402,914285751,http://www.educa.madrid.org/ufil.puertabonita.madrid,ufil.puertabonita.madrid@educa.madrid.org,437217,4470150
28056126,PEDRO ANTONIO DE ALARCÓN,014,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,PÚBLICO,CALLE Artemisa 5,28341,161,Valdemoro,,,918094732,918019028,http://www.educa.madrid.org/cp.alarcon.valdemoro,cp.alarcon.valdemoro@educa.madrid.org,442128,4448536
28056138,EL PERALEJO,014,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,PÚBLICO,CALLE de Santa Quiteria 28,28430,010,Alpedrete,,,918570367,918570339,http://www.educa.madrid.org/cp.elperalejo.alpedrete,cp.elperalejo.alpedrete@educa.madrid.org,413571,4501248
